"variable",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"Average path length","value","BWk","EF",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","BWk","ET",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Cfa","Cfb",100,100,5405,0.323,0.341,"ns"
"Average path length","value","Cfa","Csa",100,100,10000,2.56e-34,9.21e-34,"****"
"Average path length","value","Cfa","Csb",100,100,6752,1.87e-05,2.42e-05,"****"
"Average path length","value","Cfa","Cwb",100,100,10000,2.56e-34,9.21e-34,"****"
"Average path length","value","Cfa","Dfa",100,100,8858,4.29e-21,8.98e-21,"****"
"Average path length","value","Cfa","Dfb",100,100,7186,9.29e-08,1.24e-07,"****"
"Average path length","value","Cfa","Dfc",100,100,8041,1.09e-13,1.81e-13,"****"
"Average path length","value","Cfa","Dwb",100,100,8854,4.7e-21,9.68e-21,"****"
"Average path length","value","Cfa","Dwc",100,100,8354,2.53e-16,4.36e-16,"****"
"Average path length","value","Cfa","EF",100,100,9998,2.72e-34,9.25e-34,"****"
"Average path length","value","Cfa","ET",100,100,9642,8.22e-30,1.96e-29,"****"
"Average path length","value","Cfb","Csa",100,100,10000,2.56e-34,9.21e-34,"****"
"Average path length","value","Cfb","Csb",100,100,6394,0.000662,0.000811,"***"
"Average path length","value","Cfb","Cwb",100,100,10000,2.56e-34,9.21e-34,"****"
"Average path length","value","Cfb","Dfa",100,100,8579,2.26e-18,4.33e-18,"****"
"Average path length","value","Cfb","Dfb",100,100,6793,1.19e-05,1.56e-05,"****"
"Average path length","value","Cfb","Dfc",100,100,7717,3.19e-11,4.87e-11,"****"
"Average path length","value","Cfb","Dwb",100,100,8552,4.04e-18,7.53e-18,"****"
"Average path length","value","Cfb","Dwc",100,100,8024,1.5e-13,2.46e-13,"****"
"Average path length","value","Cfb","EF",100,100,9983,4.27e-34,1.29e-33,"****"
"Average path length","value","Cfb","ET",100,100,9538,1.45e-28,3.34e-28,"****"
"Average path length","value","Csa","Csb",100,100,1,2.64e-34,9.21e-34,"****"
"Average path length","value","Csa","Cwb",100,100,2398,2.06e-10,3.11e-10,"****"
"Average path length","value","Csa","Dfa",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Csa","Dfb",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Csa","Dfc",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Csa","Dwb",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Csa","Dwc",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Csa","EF",100,100,7,3.16e-34,1.02e-33,"****"
"Average path length","value","Csa","ET",100,100,1,2.64e-34,9.21e-34,"****"
"Average path length","value","Csb","Cwb",100,100,9990,3.46e-34,1.09e-33,"****"
"Average path length","value","Csb","Dfa",100,100,7298,1.98e-08,2.72e-08,"****"
"Average path length","value","Csb","Dfb",100,100,5308,0.452,0.469,"ns"
"Average path length","value","Csb","Dfc",100,100,6346,0.001,0.001,"**"
"Average path length","value","Csb","Dwb",100,100,7398,4.68e-09,6.63e-09,"****"
"Average path length","value","Csb","Dwc",100,100,6694,3.51e-05,4.5e-05,"****"
"Average path length","value","Csb","EF",100,100,9833,3.56e-32,9.31e-32,"****"
"Average path length","value","Csb","ET",100,100,8887,2.18e-21,4.63e-21,"****"
"Average path length","value","Cwb","Dfa",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Cwb","Dfb",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Cwb","Dfc",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Cwb","Dwb",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Cwb","Dwc",100,100,0,2.56e-34,9.21e-34,"****"
"Average path length","value","Cwb","EF",100,100,149,2.11e-32,5.63e-32,"****"
"Average path length","value","Cwb","ET",100,100,12,3.67e-34,1.13e-33,"****"
"Average path length","value","Dfa","Dfb",100,100,2788,6.53e-08,8.79e-08,"****"
"Average path length","value","Dfa","Dfc",100,100,4002,0.015,0.017,"*"
"Average path length","value","Dfa","Dwb",100,100,5265,0.518,0.53,"ns"
"Average path length","value","Dfa","Dwc",100,100,4239,0.063,0.069,"ns"
"Average path length","value","Dfa","EF",100,100,9792,1.17e-31,2.95e-31,"****"
"Average path length","value","Dfa","ET",100,100,7860,2.81e-12,4.39e-12,"****"
"Average path length","value","Dfb","Dfc",100,100,6150,0.005,0.006,"**"
"Average path length","value","Dfb","Dwb",100,100,7280,2.55e-08,3.47e-08,"****"
"Average path length","value","Dfb","Dwc",100,100,6512,0.000221,0.000276,"***"
"Average path length","value","Dfb","EF",100,100,9958,9e-34,2.6e-33,"****"
"Average path length","value","Dfb","ET",100,100,8971,2.97e-22,6.41e-22,"****"
"Average path length","value","Dfc","Dwb",100,100,6232,0.003,0.003,"**"
"Average path length","value","Dfc","Dwc",100,100,5253,0.537,0.541,"ns"
"Average path length","value","Dfc","EF",100,100,9934,1.84e-33,5.21e-33,"****"
"Average path length","value","Dfc","ET",100,100,8472,2.21e-17,4.06e-17,"****"
"Average path length","value","Dwb","Dwc",100,100,4067,0.023,0.025,"*"
"Average path length","value","Dwb","EF",100,100,9758,3.1e-31,7.67e-31,"****"
"Average path length","value","Dwb","ET",100,100,7579,2.97e-10,4.44e-10,"****"
"Average path length","value","Dwc","EF",100,100,9824,4.63e-32,1.19e-31,"****"
"Average path length","value","Dwc","ET",100,100,8168,9.99e-15,1.68e-14,"****"
"Average path length","value","EF","ET",100,100,1225,2.9e-20,5.72e-20,"****"
"Density","value","Af","Am",100,100,1776,3.36e-15,5.44e-15,"****"
"Density","value","Af","Aw",100,100,2224,1.18e-11,1.78e-11,"****"
"Density","value","Af","BSk",100,100,116,7.99e-33,1.87e-32,"****"
"Density","value","Af","BWk",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Af","Cfa",100,100,4600,0.329,0.347,"ns"
"Density","value","Af","Cfb",100,100,4680,0.435,0.445,"ns"
"Density","value","Af","Csa",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Af","Csb",100,100,3353,5.74e-05,7.23e-05,"****"
"Density","value","Af","Cwb",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Af","Dfa",100,100,1864.5,1.85e-14,2.93e-14,"****"
"Density","value","Af","Dfb",100,100,3291.5,3e-05,3.81e-05,"****"
"Density","value","Af","Dfc",100,100,2824,1.06e-07,1.46e-07,"****"
"Density","value","Af","Dwb",100,100,1285.5,1.13e-19,1.95e-19,"****"
"Density","value","Af","Dwc",100,100,2496,9.5e-10,1.36e-09,"****"
"Density","value","Af","EF",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Af","ET",100,100,121.5,9.39e-33,2.16e-32,"****"
"Density","value","Am","Aw",100,100,5358.5,0.382,0.4,"ns"
"Density","value","Am","BSk",100,100,987.5,1.09e-22,1.93e-22,"****"
"Density","value","Am","BWk",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Am","Cfa",100,100,7951,5.6e-13,8.65e-13,"****"
"Density","value","Am","Cfb",100,100,8146,1.52e-14,2.43e-14,"****"
"Density","value","Am","Csa",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Am","Csb",100,100,6997,1.07e-06,1.44e-06,"****"
"Density","value","Am","Cwb",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Am","Dfa",100,100,5041.5,0.92,0.92,"ns"
"Density","value","Am","Dfb",100,100,6921,2.69e-06,3.55e-06,"****"
"Density","value","Am","Dfc",100,100,6413.5,0.000555,0.00068,"***"
"Density","value","Am","Dwb",100,100,3857.5,0.005,0.006,"**"
"Density","value","Am","Dwc",100,100,6118.5,0.006,0.007,"**"
"Density","value","Am","EF",100,100,1,2.63e-34,7.01e-34,"****"
"Density","value","Am","ET",100,100,885.5,8.95e-24,1.64e-23,"****"
"Density","value","Aw","BSk",100,100,972.5,7.57e-23,1.37e-22,"****"
"Density","value","Aw","BWk",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Aw","Cfa",100,100,7512,8.4e-10,1.22e-09,"****"
"Density","value","Aw","Cfb",100,100,7635.5,1.2e-10,1.75e-10,"****"
"Density","value","Aw","Csa",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Aw","Csb",100,100,6442,0.000428,0.000529,"***"
"Density","value","Aw","Cwb",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Aw","Dfa",100,100,4665.5,0.414,0.427,"ns"
"Density","value","Aw","Dfb",100,100,6411.5,0.000565,0.000686,"***"
"Density","value","Aw","Dfc",100,100,5933,0.023,0.025,"*"
"Density","value","Aw","Dwb",100,100,3614.5,0.000713,0.000858,"***"
"Density","value","Aw","Dwc",100,100,5634,0.122,0.132,"ns"
"Density","value","Aw","EF",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Aw","ET",100,100,855.5,4.24e-24,7.9e-24,"****"
"Density","value","BSk","BWk",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","BSk","Cfa",100,100,9876,1.01e-32,2.29e-32,"****"
"Density","value","BSk","Cfb",100,100,9864.5,1.41e-32,3.14e-32,"****"
"Density","value","BSk","Csa",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","BSk","Csb",100,100,9519.5,2.39e-28,4.71e-28,"****"
"Density","value","BSk","Cwb",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","BSk","Dfa",100,100,8935.5,6.89e-22,1.2e-21,"****"
"Density","value","BSk","Dfb",100,100,9597.5,2.82e-29,5.9e-29,"****"
"Density","value","BSk","Dfc",100,100,9534,1.61e-28,3.22e-28,"****"
"Density","value","BSk","Dwb",100,100,8284.5,1.02e-15,1.67e-15,"****"
"Density","value","BSk","Dwc",100,100,9420,3.48e-27,6.57e-27,"****"
"Density","value","BSk","EF",100,100,60.5,1.55e-33,3.76e-33,"****"
"Density","value","BSk","ET",100,100,4329.5,0.102,0.111,"ns"
"Density","value","BWk","Cfa",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Cfb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Csa",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Csb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Cwb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Dfa",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Dfb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Dfc",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Dwb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","Dwc",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","EF",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","BWk","ET",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Cfa","Cfb",100,100,5087.5,0.832,0.838,"ns"
"Density","value","Cfa","Csa",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Cfa","Csb",100,100,3696.5,0.001,0.002,"**"
"Density","value","Cfa","Cwb",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Cfa","Dfa",100,100,2115,1.81e-12,2.77e-12,"****"
"Density","value","Cfa","Dfb",100,100,3678,0.001,0.001,"**"
"Density","value","Cfa","Dfc",100,100,3172,7.98e-06,1.03e-05,"****"
"Density","value","Cfa","Dwb",100,100,1449.5,4.15e-18,6.97e-18,"****"
"Density","value","Cfa","Dwc",100,100,2817.5,9.72e-08,1.35e-07,"****"
"Density","value","Cfa","EF",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Cfa","ET",100,100,145,1.87e-32,4.04e-32,"****"
"Density","value","Cfb","Csa",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Cfb","Csb",100,100,3627.5,8e-04,0.000954,"***"
"Density","value","Cfb","Cwb",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Cfb","Dfa",100,100,2010,2.77e-13,4.33e-13,"****"
"Density","value","Cfb","Dfb",100,100,3537,0.000352,0.000439,"***"
"Density","value","Cfb","Dfc",100,100,3016.5,1.26e-06,1.68e-06,"****"
"Density","value","Cfb","Dwb",100,100,1377.5,8.71e-19,1.48e-18,"****"
"Density","value","Cfb","Dwc",100,100,2687.5,1.61e-08,2.26e-08,"****"
"Density","value","Cfb","EF",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Cfb","ET",100,100,139,1.57e-32,3.44e-32,"****"
"Density","value","Csa","Csb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Csa","Cwb",100,100,9514.5,2.74e-28,5.32e-28,"****"
"Density","value","Csa","Dfa",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Csa","Dfb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Csa","Dfc",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Csa","Dwb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Csa","Dwc",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Csa","EF",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Csa","ET",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Csb","Cwb",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Csb","Dfa",100,100,3161.5,7.08e-06,9.26e-06,"****"
"Density","value","Csb","Dfb",100,100,4901,0.81,0.822,"ns"
"Density","value","Csb","Dfc",100,100,4423.5,0.159,0.17,"ns"
"Density","value","Csb","Dwb",100,100,2316,5.48e-11,8.1e-11,"****"
"Density","value","Csb","Dwc",100,100,4046,0.02,0.022,"*"
"Density","value","Csb","EF",100,100,2,2.71e-34,7.09e-34,"****"
"Density","value","Csb","ET",100,100,458,1.3e-28,2.64e-28,"****"
"Density","value","Cwb","Dfa",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Cwb","Dfb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Cwb","Dfc",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Cwb","Dwb",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Cwb","Dwc",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Cwb","EF",100,100,9980.5,4.58e-34,1.13e-33,"****"
"Density","value","Cwb","ET",100,100,10000,2.55e-34,7.01e-34,"****"
"Density","value","Dfa","Dfb",100,100,6786,1.28e-05,1.64e-05,"****"
"Density","value","Dfa","Dfc",100,100,6294.5,0.002,0.002,"**"
"Density","value","Dfa","Dwb",100,100,3895.5,0.007,0.008,"**"
"Density","value","Dfa","Dwc",100,100,6018.5,0.013,0.014,"*"
"Density","value","Dfa","EF",100,100,3,2.79e-34,7.16e-34,"****"
"Density","value","Dfa","ET",100,100,983,9.76e-23,1.75e-22,"****"
"Density","value","Dfb","Dfc",100,100,4434.5,0.167,0.177,"ns"
"Density","value","Dfb","Dwb",100,100,2298,4.07e-11,6.08e-11,"****"
"Density","value","Dfb","Dwc",100,100,4117.5,0.031,0.034,"*"
"Density","value","Dfb","EF",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Dfb","ET",100,100,378.5,1.45e-29,3.08e-29,"****"
"Density","value","Dfc","Dwb",100,100,2630,7.03e-09,9.96e-09,"****"
"Density","value","Dfc","Dwc",100,100,4646,0.388,0.403,"ns"
"Density","value","Dfc","EF",100,100,1,2.63e-34,7.01e-34,"****"
"Density","value","Dfc","ET",100,100,455,1.19e-28,2.45e-28,"****"
"Density","value","Dwb","Dwc",100,100,7091.5,3.23e-07,4.39e-07,"****"
"Density","value","Dwb","EF",100,100,4,2.87e-34,7.23e-34,"****"
"Density","value","Dwb","ET",100,100,1476.5,7.4e-18,1.23e-17,"****"
"Density","value","Dwc","EF",100,100,0,2.55e-34,7.01e-34,"****"
"Density","value","Dwc","ET",100,100,526.5,8.3e-28,1.59e-27,"****"
"Density","value","EF","ET",100,100,9934,1.83e-33,4.37e-33,"****"
"Modularity","value","Af","Am",100,100,8497,1.3e-17,2.1e-17,"****"
"Modularity","value","Af","Aw",100,100,8579,2.26e-18,3.75e-18,"****"
"Modularity","value","Af","BSk",100,100,9750,3.89e-31,8.82e-31,"****"
"Modularity","value","Af","BWk",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Af","Cfa",100,100,5127,0.757,0.768,"ns"
"Modularity","value","Af","Cfb",100,100,5851,0.038,0.041,"*"
"Modularity","value","Af","Csa",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Af","Csb",100,100,7042,6.1e-07,7.68e-07,"****"
"Modularity","value","Af","Cwb",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Af","Dfa",100,100,9018,9.58e-23,1.78e-22,"****"
"Modularity","value","Af","Dfb",100,100,6977,1.37e-06,1.69e-06,"****"
"Modularity","value","Af","Dfc",100,100,7659,8.26e-11,1.15e-10,"****"
"Modularity","value","Af","Dwb",100,100,9221,6.2e-25,1.19e-24,"****"
"Modularity","value","Af","Dwc",100,100,7853,3.17e-12,4.64e-12,"****"
"Modularity","value","Af","EF",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Af","ET",100,100,9917,3.04e-33,7.52e-33,"****"
"Modularity","value","Am","Aw",100,100,4953,0.91,0.91,"ns"
"Modularity","value","Am","BSk",100,100,8109,3.07e-14,4.69e-14,"****"
"Modularity","value","Am","BWk",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Am","Cfa",100,100,1406,1.63e-18,2.74e-18,"****"
"Modularity","value","Am","Cfb",100,100,2116,1.85e-12,2.73e-12,"****"
"Modularity","value","Am","Csa",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Am","Csb",100,100,3262,2.18e-05,2.6e-05,"****"
"Modularity","value","Am","Cwb",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Am","Dfa",100,100,5671,0.101,0.105,"ns"
"Modularity","value","Am","Dfb",100,100,2872,2.01e-07,2.6e-07,"****"
"Modularity","value","Am","Dfc",100,100,3841,0.005,0.005,"**"
"Modularity","value","Am","Dwb",100,100,6150,0.005,0.006,"**"
"Modularity","value","Am","Dwc",100,100,3855,0.005,0.006,"**"
"Modularity","value","Am","EF",100,100,9947,1.25e-33,3.21e-33,"****"
"Modularity","value","Am","ET",100,100,8813,1.21e-20,2.14e-20,"****"
"Modularity","value","Aw","BSk",100,100,8285,1.01e-15,1.58e-15,"****"
"Modularity","value","Aw","BWk",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Aw","Cfa",100,100,1183,1.11e-20,1.99e-20,"****"
"Modularity","value","Aw","Cfb",100,100,1936,7.14e-14,1.08e-13,"****"
"Modularity","value","Aw","Csa",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Aw","Csb",100,100,3179,8.66e-06,1.04e-05,"****"
"Modularity","value","Aw","Cwb",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Aw","Dfa",100,100,5695,0.09,0.095,"ns"
"Modularity","value","Aw","Dfb",100,100,2774,5.4e-08,7.13e-08,"****"
"Modularity","value","Aw","Dfc",100,100,3760,0.002,0.003,"**"
"Modularity","value","Aw","Dwb",100,100,6420,0.000524,0.00062,"***"
"Modularity","value","Aw","Dwc",100,100,3745,0.002,0.003,"**"
"Modularity","value","Aw","EF",100,100,9961,8.23e-34,2.19e-33,"****"
"Modularity","value","Aw","ET",100,100,9010,1.16e-22,2.13e-22,"****"
"Modularity","value","BSk","BWk",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","BSk","Cfa",100,100,176,4.63e-32,1.09e-31,"****"
"Modularity","value","BSk","Cfb",100,100,465,1.58e-28,3.47e-28,"****"
"Modularity","value","BSk","Csa",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","BSk","Csb",100,100,974,7.89e-23,1.49e-22,"****"
"Modularity","value","BSk","Cwb",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","BSk","Dfa",100,100,2309,4.9e-11,6.87e-11,"****"
"Modularity","value","BSk","Dfb",100,100,672,3.94e-26,8e-26,"****"
"Modularity","value","BSk","Dfc",100,100,1248,4.89e-20,8.42e-20,"****"
"Modularity","value","BSk","Dwb",100,100,2588,3.81e-09,5.18e-09,"****"
"Modularity","value","BSk","Dwc",100,100,1107,1.89e-21,3.43e-21,"****"
"Modularity","value","BSk","EF",100,100,9420,3.5e-27,7.32e-27,"****"
"Modularity","value","BSk","ET",100,100,6183,0.004,0.004,"**"
"Modularity","value","BWk","Cfa",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Cfb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Csa",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Csb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Cwb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Dfa",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Dfb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Dfc",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Dwb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","Dwc",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","EF",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","BWk","ET",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Cfa","Cfb",100,100,5814,0.047,0.05,"ns"
"Modularity","value","Cfa","Csa",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Cfa","Csb",100,100,7068,4.38e-07,5.62e-07,"****"
"Modularity","value","Cfa","Cwb",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Cfa","Dfa",100,100,9261,2.23e-25,4.4e-25,"****"
"Modularity","value","Cfa","Dfb",100,100,7067,4.44e-07,5.64e-07,"****"
"Modularity","value","Cfa","Dfc",100,100,7816,6.01e-12,8.6e-12,"****"
"Modularity","value","Cfa","Dwb",100,100,9302,7.75e-26,1.55e-25,"****"
"Modularity","value","Cfa","Dwc",100,100,8059,7.83e-14,1.17e-13,"****"
