"level","from","to","No. of climate zones","Climate zones"
"Class","opitutae","thermoleophilia",2,"Aw/EF"
"Class","opitutae","tk10",2,"BSk/Csb"
"Class","opitutae","pedosphaerae",2,"Cfb/Cwb"
"Class","opitutae","saprospirae",1,"Csa"
"Class","opitutae","spartobacteria",2,"Csb/Cwb"
"Class","opitutae","pauc37f",1,"Dfb"
"Class","opitutae","opitutae",1,"Dfc"
"Class","opitutae","verrucomicrobiae",1,"EF"
"Class","pauc37f","pedosphaerae",1,"Aw"
"Class","pauc37f","planctomycetia",2,"Aw/Cwb"
"Class","pauc37f","solibacteres",2,"Aw/Dwc"
"Class","pauc37f","verrucomicrobiae",1,"BSk"
"Class","pauc37f","phycisphaerae",1,"Csb"
"Class","pauc37f","rb25",2,"Csb/Dfc"
"Class","pauc37f","saprospirae",1,"Dfa"
"Class","pauc37f","pauc37f",1,"Dfc"
"Class","pauc37f","thermoleophilia",1,"Dwb"
"Class","pauc37f","unassigned",1,"EF"
"Class","pedosphaerae","verrucomicrobiae",2,"Aw/Dfb"
"Class","pedosphaerae","zetaproteobacteria",2,"Aw/Dwc"
"Class","pedosphaerae","sphingobacteriia",1,"Csa"
"Class","pedosphaerae","thermoleophilia",1,"Cwb"
"Class","pedosphaerae","tk10",1,"Cwb"
"Class","pedosphaerae","phycisphaerae",2,"Dfa/Dwc"
"Class","pedosphaerae","pedosphaerae",2,"Dwb/Dwc"
"Class","phycisphaerae","phycisphaerae",1,"Af"
"Class","phycisphaerae","sva0725",1,"Am"
"Class","phycisphaerae","saprospirae",2,"BSk/Dfa"
"Class","phycisphaerae","unassigned",2,"BSk/ET"
"Class","phycisphaerae","planctomycetia",2,"Csb/Dfb"
"Class","phycisphaerae","sphingobacteriia",1,"Dfa"
"Class","phycisphaerae","thermoleophilia",1,"Dwb"
"Class","planctomycetia","thermoleophilia",3,"BSh/BSk/BWh"
"Class","planctomycetia","verrucomicrobiae",3,"BSh/Cfb/Cwb"
"Class","planctomycetia","sphingobacteriia",1,"Cfa"
"Class","planctomycetia","rb25",1,"Cfb"
"Class","planctomycetia","spartobacteria",1,"Cfb"
"Class","planctomycetia","planctomycetia",2,"Dfc/EF"
"Class","planctomycetia","sva0725",2,"Dwb/ET"
"Class","planctomycetia","tk10",1,"Dwc"
"Class","planctomycetia","solibacteres",1,"ET"
"Class","planctomycetia","unassigned",1,"ET"
"Class","rb25","unassigned",1,"Aw"
"Class","rb25","saprospirae",1,"Cfa"
"Class","rb25","thermoleophilia",2,"Cfa/ET"
"Class","rb25","spartobacteria",1,"Csb"
"Class","rb25","sphingobacteriia",1,"Dwc"
"Class","saprospirae","unassigned",1,"BSh"
"Class","saprospirae","tk10",1,"Cfb"
"Class","saprospirae","sva0725",2,"Dfa/Dwc"
"Class","saprospirae","zetaproteobacteria",1,"Dfb"
"Class","solibacteres","tk10",2,"BSh/EF"
"Class","solibacteres","zetaproteobacteria",2,"Cwb/Dfc"
"Class","solibacteres","solibacteres",1,"Dfa"
"Class","solibacteres","sphingobacteriia",2,"Dfb/EF"
"Class","solibacteres","thermoleophilia",1,"EF"
"Class","spartobacteria","tk10",2,"Af/Dwc"
"Class","spartobacteria","thermoleophilia",2,"Aw/Cwb"
"Class","spartobacteria","sphingobacteriia",1,"BSh"
"Class","spartobacteria","unassigned",2,"BSh/Cfb"
"Class","spartobacteria","zetaproteobacteria",1,"Csb"
"Class","sphingobacteriia","verrucomicrobiae",2,"Am/Cfa"
"Class","sphingobacteriia","unassigned",1,"BSh"
"Class","sva0725","tk10",1,"Cfb"
"Class","thermoleophilia","thermoleophilia",1,"Af"
"Class","thermoleophilia","unassigned",1,"Af"
"Class","thermoleophilia","tk10",2,"Cfa/EF"
"Class","thermoleophilia","zetaproteobacteria",2,"Csb/Dfa"
"Class","tk10","tk10",1,"BSh"
"Class","tk10","unassigned",1,"Csb"
"Class","unassigned","verrucomicrobiae",1,"EF"
"Order","1","acidimicrobiales",1,"Af"
"Order","1","opitutales",1,"Af"
"Order","1","planctomycetales",1,"Af"
"Order","1","107",2,"Am/Cfb"
"Order","1","15",2,"Am/EF"
"Order","1","11",1,"BSh"
"Order","1","acidobacteriales",1,"BSh"
"Order","1","pedosphaerales",1,"BSh"
"Order","1","pseudomonadales",1,"BSh"
"Order","1","rhodobacterales",2,"BSh/BSk"
"Order","1","fimbriimonadales",1,"BSk"
"Order","1","leptospirales",2,"BSk/Dwc"
"Order","1","chthoniobacterales",1,"Csb"
"Order","1","cytophagales",1,"Csb"
"Order","1","gaiellales",1,"Csb"
"Order","1","1",1,"Dfa"
"Order","1","mnd1",1,"Dfa"
"Order","1","rb41",1,"Dfa"
"Order","1","rhodospirillales",1,"Dfa"
"Order","1","ellin329",2,"Dfa/Dwb"
"Order","1","actinomycetales",1,"Dfb"
"Order","1","ccu21",1,"Dfb"
"Order","1","desulfuromonadales",1,"Dfb"
"Order","1","htcc2188",1,"Dfb"
"Order","1","84",1,"Dfc"
"Order","1","ellin6513",1,"Dfc"
"Order","1","myxococcales",1,"Dfc"
"Order","1","18",1,"Dwb"
"Order","1","bacillales",1,"Dwb"
"Order","1","pirellulales",1,"Dwb"
"Order","107","gaiellales",1,"Am"
"Order","107","mvs",1,"Am"
"Order","107","actinomycetales",2,"Am/ET"
"Order","107","cytophagales",1,"Aw"
"Order","107","burkholderiales",2,"BSh/Dwb"
"Order","107","ellin329",2,"BSk/Dfa"
"Order","107","107",1,"Cfa"
"Order","107","mnd1",1,"Cfa"
"Order","107","87",1,"Cfb"
"Order","107","htcc2188",1,"Cfb"
"Order","107","57",1,"Csb"
"Order","107","11",2,"Dfc/Dwc"
"Order","107","ccu21",1,"EF"
"Order","107","leptospirales",1,"EF"
"Order","107","15",1,"ET"
"Order","107","fac88",1,"ET"
"Order","107","gemmatales",1,"ET"
"Order","11","15",2,"BSh/ET"
"Order","11","20",1,"BSk"
"Order","15","b07_wmsp1",1,"Af"
"Order","15","bacillales",2,"Af/BSk"
"Order","15","htcc2188",2,"Af/ET"
"Order","15","acidobacteriales",1,"Am"
"Order","15","b97",2,"Am/BSh"
"Order","15","fimbriimonadales",1,"BSh"
"Order","15","ellin329",1,"BSk"
"Order","15","caulobacterales",2,"BSk/BWk"
"Order","15","burkholderiales",2,"BSk/EF"
"Order","15","actinomycetales",2,"BWh/Csa"
"Order","15","iii1",1,"BWk"
"Order","15","chthoniobacterales",1,"Cfa"
"Order","15","44",1,"Cfb"
"Order","15","57",1,"Cfb"
"Order","15","ccu21",1,"Cfb"
"Order","15","15",1,"Csa"
"Order","15","flavobacteriales",1,"Csb"
"Order","15","gemmatimonadales",2,"Csb/ET"
"Order","15","ellin6067",1,"EF"
"Order","15","gaiellales",1,"EF"
"Order","15","84",1,"ET"
"Order","15","87",1,"ET"
"Order","15","gemmatales",1,"ET"
"Order","18","actinomycetales",2,"Am/Aw"
"Order","18","burkholderiales",2,"Am/EF"
"Order","18","84",1,"BSh"
"Order","18","acidobacteriales",1,"BSh"
"Order","18","bacillales",1,"BSh"
"Order","18","chthoniobacterales",2,"BSh/Cwb"
"Order","18","ccu21",1,"BSk"
"Order","18","18",1,"Csb"
"Order","18","20",2,"Csb/Cwb"
"Order","18","desulfuromonadales",1,"Dfc"
"Order","18","cytophagales",1,"Dwb"
"Order","18","acidimicrobiales",1,"ET"
"Order","18","ds",1,"ET"
"Order","44","87",1,"Aw"
"Order","44","chthoniobacterales",2,"BSk/Cwb"
"Order","44","gemmatales",2,"BSk/Cwb"
"Order","44","is",2,"Cfa/Csa"
"Order","44","84",2,"Cfa/Dwc"
"Order","44","ccu21",1,"Cfb"
"Order","44","htcc2188",1,"Cfb"
"Order","44","burkholderiales",1,"Csb"
"Order","44","ellin329",1,"Cwb"
"Order","44","ellin6067",1,"Dfb"
"Order","44","acidobacteriales",1,"Dwb"
"Order","44","caulobacterales",1,"Dwb"
"Order","57","84",2,"Af/Cfb"
"Order","57","b97",1,"Am"
"Order","57","acidobacteriales",2,"Am/Aw"
"Order","57","87",2,"Am/Cfb"
"Order","57","actinomycetales",1,"ET"
"Order","84","actinomycetales",1,"Af"
"Order","84","clostridiales",1,"Af"
"Order","84","gemmatimonadales",1,"Af"
"Order","84","i",1,"Af"
"Order","84","fac88",2,"Af/Dwb"
"Order","84","desulfuromonadales",1,"Am"
"Order","84","cytophagales",2,"Am/Dfb"
"Order","84","acidobacteriales",1,"BSh"
"Order","84","chthoniobacterales",2,"BSh/Csb"
"Order","84","gemmatales",2,"BSk/Cfa"
"Order","84","87",1,"Cfb"
"Order","84","caulobacterales",1,"Dfa"
"Order","84","ellin329",1,"Dfa"
"Order","84","ellin5290",1,"Dfa"
"Order","84","ellin6067",1,"Dfa"
"Order","84","ccu21",2,"Dfa/Dwc"
"Order","84","bacillales",1,"Dfc"
"Order","84","flavobacteriales",1,"Dwc"
"Order","87","acidimicrobiales",1,"Af"
"Order","87","bacillales",1,"Af"
"Order","87","cytophagales",2,"Af/Cfa"
"Order","87","acidobacteriales",1,"Am"
"Order","87","b97",1,"Am"
"Order","87","gemmatales",2,"Am/Csb"
"Order","87","burkholderiales",1,"Aw"
"Order","87","gaiellales",1,"BSk"
"Order","87","fac88",1,"Cfb"
"Order","87","actinomycetales",1,"Csb"
"Order","87","flavobacteriales",1,"Csb"
"Order","87","ccu21",1,"Cwb"
"Order","87","chthoniobacterales",1,"Cwb"
"Order","87","clostridiales",2,"Cwb/Dwb"
"Order","87","ellin5290",1,"Dfa"
"Order","87","ellin329",1,"ET"
"Order","acidimicrobiales","mariprofundales",1,"Af"
"Order","acidimicrobiales","sva0725",1,"Af"
"Order","acidimicrobiales","myxococcales",3,"Af/BSh/BSk"
"Order","acidimicrobiales","rhodobacterales",2,"Af/Dwb"
"Order","acidimicrobiales","ellin6067",1,"Am"
"Order","acidimicrobiales","leptospirales",1,"Am"
"Order","acidimicrobiales","actinomycetales",2,"Am/Dfa"
"Order","acidimicrobiales","acidobacteriales",2,"Am/Dfb"
"Order","acidimicrobiales","b97",1,"Aw"
"Order","acidimicrobiales","bacillales",1,"Aw"
"Order","acidimicrobiales","fac88",1,"BSk"
"Order","acidimicrobiales","gemmatimonadales",1,"BSk"
"Order","acidimicrobiales","rhodospirillales",1,"BSk"
"Order","acidimicrobiales","syntrophobacterales",1,"BSk"
"Order","acidimicrobiales","nitrospirales",2,"BSk/Dwb"
"Order","acidimicrobiales","gemmatales",1,"Cfb"
"Order","acidimicrobiales","sphingobacteriales",2,"Csa/Cwb"
"Order","acidimicrobiales","ellin5290",1,"Csb"
"Order","acidimicrobiales","pedosphaerales",2,"Csb/Dwb"
"Order","acidimicrobiales","thiotrichales",1,"Dfa"
"Order","acidimicrobiales","xanthomonadales",1,"Dfa"
"Order","acidimicrobiales","caulobacterales",1,"Dfb"
"Order","acidimicrobiales","opitutales",1,"Dfb"
"Order","acidimicrobiales","burkholderiales",2,"Dfb/ET"
"Order","acidimicrobiales","saprospirales",1,"Dfc"
"Order","acidimicrobiales","cytophagales",1,"Dwb"
"Order","acidimicrobiales","pirellulales",1,"Dwb"
"Order","acidimicrobiales","verrucomicrobiales",1,"Dwb"
"Order","acidimicrobiales","solirubrobacterales",2,"Dwc/ET"
"Order","acidimicrobiales","acidimicrobiales",1,"ET"
"Order","acidimicrobiales","solibacterales",1,"ET"
"Order","acidobacteriales","bacillales",1,"Af"
"Order","acidobacteriales","myxococcales",1,"Af"
"Order","acidobacteriales","thiotrichales",2,"Af/Am"
"Order","acidobacteriales","cytophagales",2,"Af/Aw"
"Order","acidobacteriales","ellin329",2,"Af/Cfa"
"Order","acidobacteriales","b97",1,"Am"
"Order","acidobacteriales","stramenopiles",1,"Am"
"Order","acidobacteriales","pseudomonadales",2,"Am/Csb"
"Order","acidobacteriales","burkholderiales",2,"Am/Cwb"
"Order","acidobacteriales","verrucomicrobiales",2,"Am/Cwb"
"Order","acidobacteriales","flavobacteriales",2,"Am/Dwb"
"Order","acidobacteriales","gemmatales",2,"Am/Dwc"
"Order","acidobacteriales","rb41",1,"Aw"
"Order","acidobacteriales","ccu21",2,"Aw/Csb"
"Order","acidobacteriales","sphingobacteriales",1,"BSh"
"Order","acidobacteriales","mariprofundales",2,"BSk/Dfc"
"Order","acidobacteriales","acidobacteriales",2,"BWh/Dfa"
"Order","acidobacteriales","gemmatimonadales",3,"Cfa/Cfb/EF"
"Order","acidobacteriales","chthoniobacterales",2,"Cfa/Dfa"
"Order","acidobacteriales","syntrophobacterales",1,"Cfb"
"Order","acidobacteriales","unassigned",1,"Csb"
"Order","acidobacteriales","rhodobacterales",1,"Cwb"
"Order","acidobacteriales","fac88",1,"Dfa"
"Order","acidobacteriales","miz46",1,"Dfa"
"Order","acidobacteriales","n1423wl",1,"Dfa"
"Order","acidobacteriales","planctomycetales",1,"Dfa"
"Order","acidobacteriales","solibacterales",1,"Dfa"
"Order","acidobacteriales","wd2101",1,"Dfa"
"Order","acidobacteriales","ellin6513",2,"Dfa/Dwc"
"Order","acidobacteriales","saprospirales",2,"Dfa/Dwc"
"Order","acidobacteriales","caulobacterales",1,"Dfb"
"Order","acidobacteriales","ellin5290",1,"Dfb"
"Order","acidobacteriales","sva0725",1,"Dfb"
"Order","acidobacteriales","ellin6067",1,"Dwb"
"Order","acidobacteriales","fimbriimonadales",1,"Dwb"
"Order","acidobacteriales","mnd1",1,"Dwb"
"Order","acidobacteriales","opitutales",1,"Dwb"
"Order","acidobacteriales","pirellulales",1,"Dwb"
"Order","acidobacteriales","clostridiales",1,"Dwc"
"Order","acidobacteriales","desulfuromonadales",1,"Dwc"
"Order","acidobacteriales","rickettsiales",1,"Dwc"
"Order","acidobacteriales","gaiellales",1,"EF"
"Order","acidobacteriales","htcc2188",1,"ET"
"Order","actinomycetales","nitrospirales",1,"Af"
"Order","actinomycetales","mariprofundales",2,"Af/Dfa"
"Order","actinomycetales","gemmatimonadales",1,"Am"
"Order","actinomycetales","rb41",1,"Am"
"Order","actinomycetales","ellin6067",2,"Am/Cfb"
"Order","actinomycetales","pseudomonadales",3,"Am/Csa/Dwb"
"Order","actinomycetales","stramenopiles",3,"Am/Csb/Dfb"
"Order","actinomycetales","flavobacteriales",2,"Am/Dfc"
"Order","actinomycetales","rhodobacterales",2,"Am/ET"
"Order","actinomycetales","ellin5290",1,"Aw"
"Order","actinomycetales","opitutales",1,"Aw"
"Order","actinomycetales","bacillales",2,"Aw/BSh"
"Order","actinomycetales","rhodospirillales",1,"BSh"
"Order","actinomycetales","ccu21",2,"BSh/Cwb"
"Order","actinomycetales","ellin329",2,"BSh/Dwb"
"Order","actinomycetales","sva0725",2,"BSk/Cwb"
"Order","actinomycetales","myxococcales",2,"BSk/Dfb"
"Order","actinomycetales","unassigned",2,"BWh/BWk"
"Order","actinomycetales","sphingobacteriales",2,"BWh/Csa"
"Order","actinomycetales","actinomycetales",3,"BWh/Dfa/Dwc"
"Order","actinomycetales","rhizobiales",2,"BWk/Dfa"
"Order","actinomycetales","clostridiales",1,"Cfb"
"Order","actinomycetales","sphingomonadales",2,"Cfb/Csa"
"Order","actinomycetales","gaiellales",3,"Csa/Dfa/Dwc"
"Order","actinomycetales","desulfuromonadales",1,"Csb"
"Order","actinomycetales","pirellulales",1,"Dfb"
"Order","actinomycetales","miz46",2,"Dfb/EF"
"Order","actinomycetales","chthoniobacterales",1,"Dfc"
"Order","actinomycetales","cytophagales",1,"Dfc"
"Order","actinomycetales","b07_wmsp1",1,"Dwb"
"Order","actinomycetales","burkholderiales",1,"EF"
"Order","actinomycetales","rickettsiales",1,"EF"
"Order","actinomycetales","thiotrichales",1,"EF"
"Order","actinomycetales","verrucomicrobiales",1,"EF"
"Order","actinomycetales","caulobacterales",1,"ET"
"Order","b07_wmsp1","chthoniobacterales",2,"Af/Dwc"
"Order","b07_wmsp1","myxococcales",1,"Am"
"Order","b07_wmsp1","burkholderiales",2,"Am/Csa"
"Order","b07_wmsp1","b07_wmsp1",1,"BSh"
"Order","b07_wmsp1","rhizobiales",2,"BSh/BSk"
"Order","b07_wmsp1","solibacterales",2,"BSh/EF"
"Order","b07_wmsp1","mnd1",1,"BSk"
"Order","b07_wmsp1","nitrospirales",1,"BSk"
"Order","b07_wmsp1","opitutales",2,"BSk/Csb"
"Order","b07_wmsp1","rb41",2,"BSk/Dfa"
"Order","b07_wmsp1","solirubrobacterales",2,"Cfa/Cwb"
"Order","b07_wmsp1","bacillales",2,"Cfa/EF"
"Order","b07_wmsp1","saprospirales",1,"Cfb"
"Order","b07_wmsp1","sva0725",1,"Cfb"
"Order","b07_wmsp1","miz46",1,"Csb"
"Order","b07_wmsp1","pedosphaerales",1,"Cwb"
"Order","b07_wmsp1","unassigned",1,"Cwb"
"Order","b07_wmsp1","syntrophobacterales",1,"Dfb"
"Order","b07_wmsp1","ccu21",2,"Dfb/Dwc"
"Order","b07_wmsp1","sphingomonadales",1,"Dwb"
"Order","b07_wmsp1","xanthomonadales",1,"Dwb"
"Order","b07_wmsp1","gemmatales",1,"Dwc"
"Order","b07_wmsp1","gaiellales",1,"EF"
"Order","b07_wmsp1","gemmatimonadales",1,"EF"
"Order","b97","rhizobiales",1,"Am"
"Order","b97","solibacterales",2,"Aw/Dwc"
"Order","b97","gemmatales",2,"Aw/EF"
"Order","b97","pedosphaerales",1,"BSh"
"Order","b97","burkholderiales",1,"Cfa"
"Order","b97","opitutales",1,"Cfa"
"Order","b97","sphingomonadales",1,"Cfa"
"Order","b97","saprospirales",2,"Cfa/Cfb"
"Order","b97","sphingobacteriales",2,"Cfa/Cfb"
"Order","b97","syntrophobacterales",2,"Cfa/Dwb"
"Order","b97","fimbriimonadales",1,"Cfb"
"Order","b97","myxococcales",1,"Cfb"
"Order","b97","n1423wl",1,"Cfb"
"Order","b97","rb41",2,"Cfb/Cwb"
"Order","b97","bacillales",2,"Cfb/Dfa"
"Order","b97","gaiellales",2,"Cfb/Dfc"
"Order","b97","rickettsiales",1,"Dfb"
"Order","b97","nitrospirales",2,"Dfb/EF"
"Order","b97","ccu21",1,"Dwc"
"Order","b97","rhodospirillales",1,"Dwc"
"Order","b97","xanthomonadales",1,"EF"
"Order","bacillales","flavobacteriales",1,"Am"
"Order","bacillales","burkholderiales",2,"Am/Csb"
"Order","bacillales","desulfuromonadales",2,"Am/Dfb"
"Order","bacillales","ellin329",2,"Am/Dfc"
"Order","bacillales","miz46",1,"Aw"
"Order","bacillales","rhodospirillales",1,"Aw"
"Order","bacillales","solibacterales",1,"Aw"
"Order","bacillales","caulobacterales",2,"Aw/BSh"
"Order","bacillales","sphingomonadales",1,"BSh"
"Order","bacillales","gaiellales",2,"BSh/Cfa"
"Order","bacillales","gemmatimonadales",2,"BSh/Dwc"
"Order","bacillales","solirubrobacterales",2,"BSk/Csa"
"Order","bacillales","gemmatales",2,"BSk/Dwc"
"Order","bacillales","chthoniobacterales",2,"Cfa/Dfc"
"Order","bacillales","myxococcales",3,"Cfa/EF/ET"
"Order","bacillales","pedosphaerales",1,"Csa"
"Order","bacillales","pseudomonadales",1,"Csa"
"Order","bacillales","verrucomicrobiales",1,"Csa"
"Order","bacillales","rb41",2,"Csa/Dfb"
"Order","bacillales","saprospirales",2,"Csb/Dwb"
"Order","bacillales","nitrospirales",1,"Cwb"
"Order","bacillales","syntrophobacterales",1,"Cwb"
"Order","bacillales","unassigned",1,"Cwb"
"Order","bacillales","ellin6513",1,"Dfa"
"Order","bacillales","clostridiales",2,"Dfc/Dwb"
"Order","bacillales","leptospirales",1,"Dwb"
"Order","bacillales","rhodobacterales",1,"Dwc"
"Order","bacillales","cytophagales",1,"EF"
"Order","bacillales","mnd1",1,"EF"
"Order","bacillales","thiotrichales",2,"EF/ET"
"Order","bacillales","ellin5290",1,"ET"
"Order","bacillales","stramenopiles",1,"ET"
"Order","burkholderiales","mnd1",2,"Af/Csa"
"Order","burkholderiales","syntrophobacterales",2,"Af/Dfc"
"Order","burkholderiales","gaiellales",2,"Af/Dwb"
"Order","burkholderiales","ellin6513",1,"Am"
"Order","burkholderiales","n1423wl",2,"Am/EF"
"Order","burkholderiales","chthoniobacterales",1,"BSh"
"Order","burkholderiales","opitutales",1,"BSh"
"Order","burkholderiales","stramenopiles",1,"BSh"
"Order","burkholderiales","ellin329",2,"BSh/Cwb"
"Order","burkholderiales","wd2101",2,"BSh/Cwb"
"Order","burkholderiales","gemmatales",2,"BSh/Dwb"
"Order","burkholderiales","pseudomonadales",2,"BSh/ET"
"Order","burkholderiales","rhodobacterales",1,"BSk"
"Order","burkholderiales","pedosphaerales",2,"BSk/EF"
"Order","burkholderiales","pirellulales",1,"BWh"
"Order","burkholderiales","ellin6067",3,"BWk/Dwb/Dwc"
"Order","burkholderiales","leptospirales",1,"Cfa"
"Order","burkholderiales","miz46",1,"Cfa"
"Order","burkholderiales","sphingomonadales",1,"Cfa"
"Order","burkholderiales","mariprofundales",2,"Cfa/Dfb"
"Order","burkholderiales","flavobacteriales",2,"Cfb/Dwc"
"Order","burkholderiales","ellin5290",1,"Cwb"
"Order","burkholderiales","planctomycetales",1,"Cwb"
"Order","burkholderiales","rhodospirillales",1,"Cwb"
"Order","burkholderiales","ccu21",1,"Dfa"
"Order","burkholderiales","desulfuromonadales",1,"Dfa"
"Order","burkholderiales","gemmatimonadales",1,"Dfa"
"Order","burkholderiales","sphingobacteriales",1,"Dfa"
"Order","burkholderiales","sva0725",1,"Dfb"
"Order","burkholderiales","verrucomicrobiales",1,"Dfb"
"Order","burkholderiales","saprospirales",2,"Dfb/EF"
"Order","burkholderiales","htcc2188",1,"Dfc"
"Order","burkholderiales","solibacterales",1,"Dwb"
"Order","burkholderiales","burkholderiales",1,"EF"
"Order","caulobacterales","chthoniobacterales",1,"Af"
"Order","caulobacterales","n1423wl",1,"Af"
"Order","caulobacterales","miz46",1,"Am"
"Order","caulobacterales","wd2101",1,"Am"
"Order","caulobacterales","rb41",1,"BSh"
"Order","caulobacterales","sphingobacteriales",1,"BSh"
"Order","caulobacterales","solibacterales",1,"BWh"
"Order","caulobacterales","sva0725",1,"Cfa"
"Order","caulobacterales","thiotrichales",1,"Cfa"
"Order","caulobacterales","verrucomicrobiales",2,"Cfa/Dfc"
"Order","caulobacterales","myxococcales",1,"Csa"
"Order","caulobacterales","unassigned",2,"Cwb/EF"
"Order","caulobacterales","gaiellales",1,"Dfa"
"Order","caulobacterales","rhodobacterales",1,"Dfa"
"Order","caulobacterales","xanthomonadales",1,"Dfa"
"Order","caulobacterales","flavobacteriales",2,"Dfa/EF"
"Order","caulobacterales","pseudomonadales",2,"Dfa/EF"
"Order","caulobacterales","solirubrobacterales",2,"Dfb/ET"
"Order","caulobacterales","desulfuromonadales",1,"EF"
"Order","caulobacterales","ellin329",1,"ET"
"Order","ccu21","xanthomonadales",2,"Af/Cfb"
"Order","ccu21","pedosphaerales",2,"Af/ET"
"Order","ccu21","nitrospirales",2,"Am/BWk"
"Order","ccu21","sphingomonadales",1,"Aw"
"Order","ccu21","desulfuromonadales",2,"Aw/Csb"
"Order","ccu21","gemmatales",2,"Aw/Dfc"
"Order","ccu21","rhodospirillales",2,"Aw/ET"
"Order","ccu21","n1423wl",1,"Cfa"
"Order","ccu21","mariprofundales",2,"Cfb/Dwc"
"Order","ccu21","cytophagales",1,"Csb"
"Order","ccu21","chthoniobacterales",1,"Cwb"
"Order","ccu21","solirubrobacterales",2,"Cwb/Dwc"
"Order","ccu21","rb41",2,"Cwb/ET"
"Order","ccu21","syntrophobacterales",1,"Dfa"
"Order","ccu21","ellin6067",2,"Dfb/Dwb"
"Order","ccu21","rhodobacterales",1,"Dfc"
"Order","ccu21","stramenopiles",1,"Dfc"
"Order","ccu21","verrucomicrobiales",1,"Dfc"
"Order","ccu21","sphingobacteriales",2,"Dfc/EF"
"Order","ccu21","opitutales",2,"Dfc/ET"
"Order","ccu21","ccu21",1,"Dwc"
"Order","ccu21","saprospirales",1,"Dwc"
"Order","chthoniobacterales","flavobacteriales",2,"Am/Aw"
"Order","chthoniobacterales","gaiellales",2,"Aw/Cwb"
"Order","chthoniobacterales","sphingobacteriales",1,"BSh"
"Order","chthoniobacterales","nitrospirales",1,"Cfa"
"Order","chthoniobacterales","rhizobiales",1,"Cfa"
"Order","chthoniobacterales","rhodospirillales",1,"Cfa"
"Order","chthoniobacterales","ellin6067",1,"Cfb"
"Order","chthoniobacterales","gemmatales",1,"Cfb"
"Order","chthoniobacterales","xanthomonadales",1,"Cfb"
"Order","chthoniobacterales","unassigned",2,"Cfb/Cwb"
"Order","chthoniobacterales","cytophagales",1,"Csa"
"Order","chthoniobacterales","mnd1",3,"Csa/Cwb/EF"
"Order","chthoniobacterales","mariprofundales",1,"Csb"
"Order","chthoniobacterales","opitutales",2,"Csb/Cwb"
"Order","chthoniobacterales","myxococcales",1,"Cwb"
"Order","chthoniobacterales","clostridiales",2,"Cwb/Dwb"
"Order","chthoniobacterales","ellin6513",1,"Dfa"
"Order","chthoniobacterales","fimbriimonadales",1,"Dfb"
"Order","chthoniobacterales","ellin5290",1,"Dwb"
"Order","chthoniobacterales","n1423wl",1,"Dwc"
"Order","chthoniobacterales","rb41",1,"Dwc"
"Order","chthoniobacterales","desulfuromonadales",1,"EF"
"Order","chthoniobacterales","rhodobacterales",1,"EF"
"Order","chthoniobacterales","sphingomonadales",1,"EF"
"Order","chthoniobacterales","leptospirales",1,"ET"
"Order","chthoniobacterales","pirellulales",1,"ET"
"Order","chthoniobacterales","pseudomonadales",1,"ET"
"Order","clostridiales","fac88",1,"Af"
"Order","clostridiales","gemmatales",1,"Af"
"Order","clostridiales","leptospirales",1,"Af"
"Order","clostridiales","pedosphaerales",1,"Af"
"Order","clostridiales","rhodospirillales",1,"Af"
"Order","clostridiales","opitutales",2,"Af/ET"
"Order","clostridiales","pirellulales",2,"BSk/Cfb"
"Order","clostridiales","xanthomonadales",2,"BSk/Cfb"
"Order","clostridiales","pseudomonadales",2,"BSk/Cwb"
"Order","clostridiales","flavobacteriales",2,"BSk/EF"
"Order","clostridiales","myxococcales",1,"Cfa"
"Order","clostridiales","rb41",2,"Cfa/Dfc"
"Order","clostridiales","gaiellales",2,"Cfa/EF"
"Order","clostridiales","miz46",1,"Csb"
"Order","clostridiales","unassigned",1,"Cwb"
"Order","clostridiales","mnd1",1,"Dfb"
"Order","clostridiales","nitrospirales",1,"Dwc"
"Order","clostridiales","ellin329",1,"EF"
"Order","clostridiales","rhizobiales",1,"EF"
"Order","clostridiales","solibacterales",1,"ET"
"Order","cytophagales","gemmatimonadales",1,"Af"
"Order","cytophagales","rhizobiales",1,"Af"
"Order","cytophagales","gemmatales",2,"Af/EF"
"Order","cytophagales","nitrospirales",1,"Am"
"Order","cytophagales","rhodobacterales",1,"Am"
"Order","cytophagales","ellin6513",1,"Aw"
"Order","cytophagales","htcc2188",1,"Aw"
"Order","cytophagales","pseudomonadales",1,"Aw"
"Order","cytophagales","syntrophobacterales",1,"Aw"
"Order","cytophagales","unassigned",1,"Aw"
"Order","cytophagales","desulfuromonadales",1,"Cfa"
"Order","cytophagales","rickettsiales",1,"Cfa"
"Order","cytophagales","solibacterales",2,"Cfa/ET"
"Order","cytophagales","wd2101",2,"Cfa/ET"
"Order","cytophagales","planctomycetales",1,"Cfb"
"Order","cytophagales","sphingobacteriales",1,"Cfb"
"Order","cytophagales","n1423wl",2,"Cfb/Dwc"
"Order","cytophagales","cytophagales",2,"Csb/Dfc"
"Order","cytophagales","thiotrichales",2,"Csb/EF"
"Order","cytophagales","ellin329",1,"Dfa"
"Order","cytophagales","fimbriimonadales",1,"Dfa"
"Order","cytophagales","flavobacteriales",1,"Dfb"
"Order","cytophagales","verrucomicrobiales",1,"Dfb"
"Order","cytophagales","opitutales",2,"Dfc/Dwb"
