"level","from","to","No. of climate zones","Climate zones"
"Family","koribacteraceae","methylocystaceae",1,"Cfa"
"Family","koribacteraceae","syntrophobacteraceae",1,"Cfb"
"Family","koribacteraceae","pseudomonadaceae",1,"Csb"
"Family","koribacteraceae","xanthomonadaceae",1,"Csb"
"Family","koribacteraceae","planctomycetaceae",1,"Dfa"
"Family","koribacteraceae","sphingobacteriaceae",1,"Dfa"
"Family","koribacteraceae","nitrospiraceae",1,"Dfb"
"Family","koribacteraceae","sphingomonadaceae",1,"Dfb"
"Family","koribacteraceae","streptomycetaceae",1,"Dfb"
"Family","koribacteraceae","mycobacteriaceae",2,"Dfb/Dwb"
"Family","koribacteraceae","rhizobiaceae",2,"Dfc/ET"
"Family","koribacteraceae","opitutaceae",1,"Dwb"
"Family","koribacteraceae","pirellulaceae",2,"Dwb/ET"
"Family","koribacteraceae","polyangiaceae",1,"ET"
"Family","leptospiraceae","pseudomonadaceae",1,"Am"
"Family","leptospiraceae","rhodobiaceae",1,"Am"
"Family","leptospiraceae","saprospiraceae",2,"Am/Dwc"
"Family","leptospiraceae","unassigned",1,"Aw"
"Family","leptospiraceae","nitrospiraceae",1,"Cfb"
"Family","leptospiraceae","rhodospirillaceae",1,"Cfb"
"Family","leptospiraceae","xanthomonadaceae",2,"Csb/Dfb"
"Family","leptospiraceae","polyangiaceae",1,"Dfc"
"Family","leptospiraceae","pirellulaceae",1,"Dwc"
"Family","mariprofundaceae","mycobacteriaceae",1,"Af"
"Family","mariprofundaceae","nitrospiraceae",1,"Aw"
"Family","mariprofundaceae","solibacteraceae",2,"Cwb/Dfc"
"Family","mariprofundaceae","syntrophobacteraceae",1,"Dfb"
"Family","mariprofundaceae","rhodospirillaceae",1,"Dfc"
"Family","mariprofundaceae","piscirickettsiaceae",1,"ET"
"Family","methylocystaceae","sphingomonadaceae",2,"Am/Cfb"
"Family","methylocystaceae","polyangiaceae",2,"Aw/Csb"
"Family","methylocystaceae","planctomycetaceae",2,"BSh/Csb"
"Family","methylocystaceae","rhodospirillaceae",2,"BSk/Dwc"
"Family","methylocystaceae","myxococcaceae",1,"Cfb"
"Family","methylocystaceae","rhizobiaceae",1,"Cfb"
"Family","methylocystaceae","sinobacteraceae",2,"Cfb/Dwb"
"Family","methylocystaceae","sphingobacteriaceae",1,"Dwb"
"Family","methylocystaceae","mycobacteriaceae",1,"ET"
"Family","micrococcaceae","nitrospiraceae",1,"Af"
"Family","micrococcaceae","opitutaceae",1,"Aw"
"Family","micrococcaceae","pseudonocardiaceae",1,"BSh"
"Family","micrococcaceae","rhodospirillaceae",2,"BSh/EF"
"Family","micrococcaceae","myxococcaceae",2,"BSh/ET"
"Family","micrococcaceae","oxalobacteraceae",1,"Cfb"
"Family","micrococcaceae","pseudomonadaceae",1,"Csa"
"Family","micrococcaceae","rhizobiaceae",1,"Csa"
"Family","micrococcaceae","sphingomonadaceae",1,"Cwb"
"Family","micrococcaceae","micromonosporaceae",1,"Dfa"
"Family","micrococcaceae","xanthomonadaceae",2,"Dfa/Dfb"
"Family","micrococcaceae","sphingobacteriaceae",1,"Dfb"
"Family","micrococcaceae","mycobacteriaceae",1,"Dfc"
"Family","micrococcaceae","streptomycetaceae",1,"Dwc"
"Family","micrococcaceae","unassigned",1,"ET"
"Family","micromonosporaceae","planococcaceae",1,"Af"
"Family","micromonosporaceae","syntrophobacteraceae",2,"Am/EF"
"Family","micromonosporaceae","streptomycetaceae",1,"Aw"
"Family","micromonosporaceae","xanthomonadaceae",2,"Aw/Dfa"
"Family","micromonosporaceae","myxococcaceae",2,"BSh/BSk"
"Family","micromonosporaceae","solibacteraceae",3,"BSh/Dwb/ET"
"Family","micromonosporaceae","sinobacteraceae",1,"BSk"
"Family","micromonosporaceae","sphingobacteriaceae",1,"BWh"
"Family","micromonosporaceae","unassigned",1,"BWh"
"Family","micromonosporaceae","sphingomonadaceae",2,"Csb/Dwc"
"Family","micromonosporaceae","pseudonocardiaceae",1,"Dfa"
"Family","micromonosporaceae","pirellulaceae",1,"Dfb"
"Family","micromonosporaceae","mycobacteriaceae",1,"Dwc"
"Family","micromonosporaceae","rhizobiaceae",1,"Dwc"
"Family","mycobacteriaceae","rhodobiaceae",1,"Af"
"Family","mycobacteriaceae","sinobacteraceae",1,"Af"
"Family","mycobacteriaceae","syntrophobacteraceae",2,"Af/Dfc"
"Family","mycobacteriaceae","opitutaceae",2,"Aw/BSk"
"Family","mycobacteriaceae","xanthomonadaceae",1,"BSh"
"Family","mycobacteriaceae","sphingomonadaceae",2,"BSh/Csa"
"Family","mycobacteriaceae","rhodospirillaceae",2,"BSh/Csb"
"Family","mycobacteriaceae","myxococcaceae",1,"BSk"
"Family","mycobacteriaceae","unassigned",2,"BSk/BWh"
"Family","mycobacteriaceae","rhizobiaceae",1,"Cfa"
"Family","mycobacteriaceae","planococcaceae",1,"Cfb"
"Family","mycobacteriaceae","pseudonocardiaceae",1,"Cfb"
"Family","mycobacteriaceae","mycobacteriaceae",2,"Cfb/Dwc"
"Family","mycobacteriaceae","solirubrobacteraceae",2,"Csa/Cwb"
"Family","mycobacteriaceae","verrucomicrobiaceae",1,"Dfa"
"Family","mycobacteriaceae","solibacteraceae",1,"EF"
"Family","mycobacteriaceae","sphingobacteriaceae",1,"EF"
"Family","myxococcaceae","solibacteraceae",2,"Am/Dwc"
"Family","myxococcaceae","pseudomonadaceae",1,"BSh"
"Family","myxococcaceae","solirubrobacteraceae",2,"BSh/Cfa"
"Family","myxococcaceae","rhodospirillaceae",1,"BWh"
"Family","myxococcaceae","nitrospiraceae",1,"Cfa"
"Family","myxococcaceae","planococcaceae",1,"Cfb"
"Family","myxococcaceae","sphingobacteriaceae",1,"Cfb"
"Family","myxococcaceae","xanthomonadaceae",1,"Cwb"
"Family","myxococcaceae","opitutaceae",2,"Cwb/Dfb"
"Family","myxococcaceae","polyangiaceae",1,"Dwb"
"Family","myxococcaceae","sinobacteraceae",1,"Dwc"
"Family","myxococcaceae","piscirickettsiaceae",1,"EF"
"Family","nitrospiraceae","opitutaceae",1,"Am"
"Family","nitrospiraceae","syntrophobacteraceae",2,"Am/BSh"
"Family","nitrospiraceae","xanthomonadaceae",2,"Aw/Cwb"
"Family","nitrospiraceae","saprospiraceae",2,"BSk/Cfa"
"Family","nitrospiraceae","pseudonocardiaceae",1,"Cfa"
"Family","nitrospiraceae","pirellulaceae",2,"Cfa/Csb"
"Family","nitrospiraceae","polyangiaceae",2,"Cfa/Csb"
"Family","nitrospiraceae","solibacteraceae",1,"Cfb"
"Family","nitrospiraceae","sphingomonadaceae",1,"Cfb"
"Family","nitrospiraceae","unassigned",1,"Cfb"
"Family","nitrospiraceae","solirubrobacteraceae",1,"Dfb"
"Family","opitutaceae","solirubrobacteraceae",1,"Aw"
"Family","opitutaceae","syntrophobacteraceae",1,"Aw"
"Family","opitutaceae","pseudomonadaceae",1,"BSh"
"Family","opitutaceae","rhizobiaceae",3,"BSh/Csa/Dwb"
"Family","opitutaceae","oxalobacteraceae",2,"BSh/Dwc"
"Family","opitutaceae","solibacteraceae",2,"BSh/EF"
"Family","opitutaceae","sinobacteraceae",1,"BSk"
"Family","opitutaceae","unassigned",3,"BSk/BWk/Cwb"
"Family","opitutaceae","piscirickettsiaceae",2,"BSk/Cfa"
"Family","opitutaceae","pirellulaceae",2,"BSk/EF"
"Family","opitutaceae","polyangiaceae",1,"Csb"
"Family","opitutaceae","sphingomonadaceae",1,"Cwb"
"Family","opitutaceae","opitutaceae",1,"Dfc"
"Family","opitutaceae","rhodospirillaceae",2,"Dwc/ET"
"Family","opitutaceae","verrucomicrobiaceae",1,"EF"
"Family","oxalobacteraceae","unassigned",2,"Aw/Dwb"
"Family","oxalobacteraceae","planococcaceae",1,"Csb"
"Family","oxalobacteraceae","sphingobacteriaceae",1,"Dfa"
"Family","oxalobacteraceae","rhizobiaceae",1,"Dwb"
"Family","oxalobacteraceae","solibacteraceae",1,"Dwb"
"Family","oxalobacteraceae","xanthomonadaceae",1,"Dwc"
"Family","pirellulaceae","sphingobacteriaceae",1,"Aw"
"Family","pirellulaceae","saprospiraceae",2,"Aw/Cfa"
"Family","pirellulaceae","solirubrobacteraceae",2,"BSh/BWh"
"Family","pirellulaceae","verrucomicrobiaceae",2,"BSh/Cfb"
"Family","pirellulaceae","xanthomonadaceae",2,"BWk/Cfb"
"Family","pirellulaceae","polyangiaceae",2,"Csb/Dfb"
"Family","pirellulaceae","rhodospirillaceae",1,"Cwb"
"Family","pirellulaceae","syntrophobacteraceae",2,"Dfa/ET"
"Family","pirellulaceae","pirellulaceae",1,"Dfc"
"Family","pirellulaceae","planctomycetaceae",1,"ET"
"Family","pirellulaceae","rhizobiaceae",1,"ET"
"Family","pirellulaceae","solibacteraceae",1,"ET"
"Family","piscirickettsiaceae","unassigned",1,"BSh"
"Family","piscirickettsiaceae","xanthomonadaceae",2,"BSh/Dwc"
"Family","piscirickettsiaceae","saprospiraceae",2,"Csb/Dfb"
"Family","piscirickettsiaceae","sphingomonadaceae",1,"Dwc"
"Family","planctomycetaceae","solibacteraceae",2,"Af/Am"
"Family","planctomycetaceae","rhizobiaceae",1,"Dfc"
"Family","planctomycetaceae","rhodospirillaceae",2,"Dwb/ET"
"Family","planococcaceae","sinobacteraceae",1,"Af"
"Family","planococcaceae","solibacteraceae",1,"Aw"
"Family","planococcaceae","pseudonocardiaceae",2,"Aw/Cfb"
"Family","planococcaceae","solirubrobacteraceae",1,"BSk"
"Family","planococcaceae","verrucomicrobiaceae",1,"Csa"
"Family","planococcaceae","pseudomonadaceae",2,"Csa/ET"
"Family","planococcaceae","syntrophobacteraceae",2,"Cwb/Dfc"
"Family","polyangiaceae","sphingomonadaceae",1,"Af"
"Family","polyangiaceae","verrucomicrobiaceae",1,"Am"
"Family","polyangiaceae","xanthomonadaceae",1,"Am"
"Family","polyangiaceae","syntrophobacteraceae",2,"Am/ET"
"Family","polyangiaceae","rhodospirillaceae",1,"Cwb"
"Family","polyangiaceae","unassigned",1,"Dfc"
"Family","polyangiaceae","streptomycetaceae",1,"Dwb"
"Family","pseudomonadaceae","pseudonocardiaceae",1,"Am"
"Family","pseudomonadaceae","streptomycetaceae",1,"Am"
"Family","pseudomonadaceae","verrucomicrobiaceae",2,"Am/Dfa"
"Family","pseudomonadaceae","unassigned",2,"Aw/EF"
"Family","pseudomonadaceae","sphingomonadaceae",1,"BSh"
"Family","pseudomonadaceae","sphingobacteriaceae",1,"Dfa"
"Family","pseudomonadaceae","rhodobiaceae",1,"Dfb"
"Family","pseudomonadaceae","syntrophobacteraceae",1,"Dfb"
"Family","pseudomonadaceae","sinobacteraceae",1,"Dwb"
"Family","pseudomonadaceae","rhodospirillaceae",2,"Dwb/EF"
"Family","pseudomonadaceae","solirubrobacteraceae",1,"EF"
"Family","pseudomonadaceae","xanthomonadaceae",1,"ET"
"Family","pseudonocardiaceae","unassigned",1,"Af"
"Family","pseudonocardiaceae","rhodospirillaceae",1,"BSh"
"Family","pseudonocardiaceae","streptomycetaceae",1,"BWh"
"Family","pseudonocardiaceae","solibacteraceae",1,"Cfb"
"Family","pseudonocardiaceae","sphingomonadaceae",2,"Cfb/Dfc"
"Family","pseudonocardiaceae","verrucomicrobiaceae",1,"Csb"
"Family","pseudonocardiaceae","xanthomonadaceae",1,"Csb"
"Family","pseudonocardiaceae","sinobacteraceae",1,"Dfb"
"Family","pseudonocardiaceae","syntrophobacteraceae",1,"Dfc"
"Family","rhizobiaceae","xanthomonadaceae",2,"Am/BSh"
"Family","rhizobiaceae","verrucomicrobiaceae",3,"BSh/Cwb/ET"
"Family","rhizobiaceae","sphingomonadaceae",2,"BSh/Dfc"
"Family","rhizobiaceae","streptomycetaceae",1,"Csb"
"Family","rhizobiaceae","rhizobiaceae",1,"Dfa"
"Family","rhizobiaceae","sphingobacteriaceae",1,"Dfa"
"Family","rhizobiaceae","rhodobiaceae",1,"Dfb"
"Family","rhizobiaceae","sinobacteraceae",1,"Dfb"
"Family","rhodobiaceae","sinobacteraceae",2,"Af/Cfa"
"Family","rhodobiaceae","sphingomonadaceae",2,"Am/Aw"
"Family","rhodobiaceae","sphingobacteriaceae",1,"Aw"
"Family","rhodobiaceae","syntrophobacteraceae",1,"BSk"
"Family","rhodobiaceae","xanthomonadaceae",1,"Dfa"
"Family","rhodobiaceae","solirubrobacteraceae",1,"ET"
"Family","rhodospirillaceae","xanthomonadaceae",2,"Af/BSh"
"Family","rhodospirillaceae","sphingobacteriaceae",2,"Aw/EF"
"Family","rhodospirillaceae","sphingomonadaceae",2,"BSh/ET"
"Family","rhodospirillaceae","unassigned",1,"Cfb"
"Family","rhodospirillaceae","solirubrobacteraceae",1,"Csb"
"Family","rhodospirillaceae","rhodospirillaceae",1,"Dfa"
"Family","rhodospirillaceae","sinobacteraceae",2,"Dfb/EF"
"Family","rhodospirillaceae","streptomycetaceae",1,"Dwc"
"Family","saprospiraceae","xanthomonadaceae",1,"Af"
"Family","saprospiraceae","verrucomicrobiaceae",1,"Csb"
"Family","saprospiraceae","sinobacteraceae",2,"Csb/Dfc"
"Family","sinobacteraceae","solibacteraceae",1,"Af"
"Family","sinobacteraceae","sinobacteraceae",1,"Am"
"Family","sinobacteraceae","xanthomonadaceae",2,"BSh/Dfb"
"Family","sinobacteraceae","unassigned",2,"BWk/Csa"
"Family","sinobacteraceae","verrucomicrobiaceae",2,"Cfa/Dfb"
"Family","sinobacteraceae","solirubrobacteraceae",1,"Dwb"
"Family","sinobacteraceae","sphingomonadaceae",1,"Dwb"
"Family","sinobacteraceae","syntrophobacteraceae",1,"Dwb"
"Family","solibacteraceae","sphingomonadaceae",1,"Am"
"Family","solibacteraceae","sphingobacteriaceae",2,"Dfb/EF"
"Family","solibacteraceae","solirubrobacteraceae",1,"EF"
"Family","solirubrobacteraceae","streptomycetaceae",2,"Af/Aw"
"Family","solirubrobacteraceae","unassigned",2,"Af/Cwb"
"Family","solirubrobacteraceae","solirubrobacteraceae",1,"Cwb"
"Family","solirubrobacteraceae","sphingomonadaceae",1,"Dfb"
"Family","solirubrobacteraceae","sphingobacteriaceae",2,"Dfb/Dwb"
"Family","solirubrobacteraceae","syntrophobacteraceae",1,"Dfc"
"Family","solirubrobacteraceae","xanthomonadaceae",1,"Dwb"
"Family","sphingobacteriaceae","verrucomicrobiaceae",2,"Am/Cfa"
"Family","sphingobacteriaceae","xanthomonadaceae",1,"BSh"
"Family","sphingobacteriaceae","syntrophobacteraceae",1,"BSk"
"Family","sphingomonadaceae","syntrophobacteraceae",1,"Am"
"Family","sphingomonadaceae","xanthomonadaceae",1,"Cfb"
"Family","sphingomonadaceae","verrucomicrobiaceae",1,"Dfc"
"Family","streptomycetaceae","syntrophobacteraceae",2,"Aw/BSh"
"Family","streptomycetaceae","unassigned",1,"Cwb"
"Family","syntrophobacteraceae","verrucomicrobiaceae",1,"Dwb"
"Family","syntrophobacteraceae","xanthomonadaceae",2,"Dwb/ET"
"Family","unassigned","xanthomonadaceae",1,"BWh"
"Family","unassigned","unassigned",1,"ET"
"Family","verrucomicrobiaceae","xanthomonadaceae",1,"BSh"
"Family","xanthomonadaceae","xanthomonadaceae",1,"Dwc"
"Genus","a17","pedobacter",1,"Aw"
"Genus","a17","luteolibacter",2,"BSh/Cfb"
"Genus","a17","fimbriimonas",1,"BSk"
"Genus","a17","flavobacterium",1,"BSk"
"Genus","a17","clostridium",2,"BSk/Cfb"
"Genus","a17","nitrospira",1,"Csb"
"Genus","a17","unassigned",1,"Cwb"
"Genus","a17","pilimelia",1,"Dfb"
"Genus","a17","dactylosporangium",1,"Dfc"
"Genus","a17","gemmata",1,"Dfc"
"Genus","a17","rhodoplanes",1,"Dwc"
"Genus","a17","turneriella",1,"Dwc"
"Genus","a17","candidatus solibacter",1,"ET"
"Genus","adhaeribacter","hyphomicrobium",1,"Af"
"Genus","adhaeribacter","methylibium",1,"Af"
"Genus","adhaeribacter","luteimonas",2,"Af/Cfb"
"Genus","adhaeribacter","rhodoplanes",2,"Af/EF"
"Genus","adhaeribacter","rhizobium",1,"Aw"
"Genus","adhaeribacter","corallococcus",1,"Cfb"
"Genus","adhaeribacter","hylemonella",1,"Cfb"
"Genus","adhaeribacter","lysobacter",1,"Cfb"
"Genus","adhaeribacter","mycobacterium",1,"Cfb"
"Genus","adhaeribacter","pedobacter",1,"Cfb"
"Genus","adhaeribacter","steroidobacter",1,"Cfb"
"Genus","adhaeribacter","bacillus",2,"Cfb/EF"
"Genus","adhaeribacter","flavobacterium",1,"Dfb"
"Genus","adhaeribacter","luteolibacter",1,"Dfb"
"Genus","adhaeribacter","kaistobacter",1,"Dfc"
"Genus","adhaeribacter","pseudomonas",1,"Dfc"
"Genus","adhaeribacter","streptomyces",1,"Dfc"
"Genus","afifella","flavisolibacter",1,"Af"
"Genus","afifella","mycobacterium",1,"Af"
"Genus","afifella","sphingomonas",1,"Am"
"Genus","afifella","turneriella",1,"Am"
"Genus","afifella","pedobacter",1,"Aw"
"Genus","afifella","da101",2,"Cfb/Dwc"
"Genus","afifella","hyphomicrobium",1,"Dfa"
"Genus","afifella","luteimonas",1,"Dfa"
"Genus","afifella","methylibium",1,"Dfb"
"Genus","afifella","pseudomonas",1,"Dfb"
"Genus","afifella","rhizobium",1,"Dfb"
"Genus","afifella","rhodoplanes",2,"Dwc/ET"
"Genus","agrobacterium","rhodoplanes",1,"Af"
"Genus","agrobacterium","kaistobacter",2,"Am/BSh"
"Genus","agrobacterium","niabella",1,"Aw"
"Genus","agrobacterium","devosia",1,"BSh"
"Genus","agrobacterium","luteimonas",2,"BSh/Csb"
"Genus","agrobacterium","mycobacterium",1,"Cfa"
"Genus","agrobacterium","arthrobacter",1,"Csa"
"Genus","agrobacterium","flavisolibacter",1,"Csb"
"Genus","agrobacterium","streptomyces",1,"Csb"
"Genus","agrobacterium","luteolibacter",2,"Cwb/ET"
"Genus","agrobacterium","pedobacter",1,"Dfa"
"Genus","agrobacterium","rhizobium",1,"Dfa"
"Genus","agrobacterium","edaphobacter",1,"Dfb"
"Genus","agrobacterium","steroidobacter",1,"Dfb"
"Genus","agrobacterium","pilimelia",1,"Dwc"
"Genus","agrobacterium","unassigned",2,"EF/ET"
"Genus","arthrobacter","nitrospira",1,"Af"
"Genus","arthrobacter","hylemonella",1,"Am"
"Genus","arthrobacter","unassigned",1,"Am"
"Genus","arthrobacter","devosia",2,"Am/Cfa"
"Genus","arthrobacter","opitutus",1,"Aw"
"Genus","arthrobacter","pseudonocardia",1,"BSh"
"Genus","arthrobacter","corallococcus",2,"BSh/ET"
"Genus","arthrobacter","bacillus",1,"BSk"
"Genus","arthrobacter","flavisolibacter",2,"Cfa/Csb"
"Genus","arthrobacter","clostridium",1,"Cfb"
"Genus","arthrobacter","janthinobacterium",1,"Cfb"
"Genus","arthrobacter","rhodoplanes",2,"Cfb/Csb"
"Genus","arthrobacter","bradyrhizobium",2,"Cfb/Dfa"
"Genus","arthrobacter","pseudomonas",1,"Csa"
"Genus","arthrobacter","kaistobacter",1,"Cwb"
"Genus","arthrobacter","pilimelia",1,"Dfa"
"Genus","arthrobacter","pedobacter",1,"Dfb"
"Genus","arthrobacter","lysobacter",2,"Dfb/Dfc"
"Genus","arthrobacter","mycobacterium",1,"Dfc"
"Genus","arthrobacter","gemmata",1,"Dwc"
"Genus","arthrobacter","streptomyces",1,"Dwc"
"Genus","bacillus","flavobacterium",1,"Am"
"Genus","bacillus","geobacter",1,"Am"
"Genus","bacillus","dactylosporangium",1,"Aw"
"Genus","bacillus","lysobacter",1,"Aw"
"Genus","bacillus","phenylobacterium",1,"Aw"
"Genus","bacillus","pilimelia",1,"Aw"
"Genus","bacillus","kaistobacter",1,"BSh"
"Genus","bacillus","unassigned",3,"BSh/Csa/EF"
"Genus","bacillus","gemmata",1,"BSk"
"Genus","bacillus","corallococcus",1,"Cfa"
"Genus","bacillus","pseudonocardia",1,"Cfa"
"Genus","bacillus","da101",2,"Cfa/ET"
"Genus","bacillus","pedobacter",1,"Cfb"
"Genus","bacillus","luteolibacter",1,"Csa"
"Genus","bacillus","pseudomonas",1,"Csa"
"Genus","bacillus","nitrospira",2,"Cwb/Dfc"
"Genus","bacillus","candidatus solibacter",2,"Cwb/EF"
"Genus","bacillus","edaphobacter",1,"Dfc"
"Genus","bacillus","flavisolibacter",1,"Dfc"
"Genus","bacillus","clostridium",2,"Dfc/Dwb"
"Genus","bacillus","luteimonas",2,"Dfc/ET"
"Genus","bacillus","mycobacterium",1,"Dwb"
"Genus","bacillus","turneriella",1,"Dwb"
"Genus","bacillus","bacillus",1,"ET"
"Genus","bradyrhizobium","phenylobacterium",2,"Aw/Cfb"
"Genus","bradyrhizobium","nitrospira",1,"BSk"
"Genus","bradyrhizobium","unassigned",1,"BWh"
"Genus","bradyrhizobium","pilimelia",1,"BWk"
"Genus","bradyrhizobium","da101",1,"Cfa"
"Genus","bradyrhizobium","devosia",2,"Cfb/Dwc"
"Genus","bradyrhizobium","gemmata",1,"Cwb"
"Genus","bradyrhizobium","streptomyces",1,"Cwb"
"Genus","bradyrhizobium","mycobacterium",1,"Dfa"
"Genus","bradyrhizobium","rhizobium",1,"Dfa"
"Genus","bradyrhizobium","pedobacter",1,"Dfb"
"Genus","bradyrhizobium","corallococcus",1,"Dwb"
"Genus","bradyrhizobium","candidatus solibacter",1,"EF"
"Genus","bradyrhizobium","methylibium",1,"ET"
"Genus","candidatus koribacter","caulobacter",1,"Am"
"Genus","candidatus koribacter","flavisolibacter",1,"Am"
"Genus","candidatus koribacter","janthinobacterium",1,"Am"
"Genus","candidatus koribacter","edaphobacter",1,"Cfb"
"Genus","candidatus koribacter","nitrospira",1,"Csb"
"Genus","candidatus koribacter","unassigned",1,"Dfa"
"Genus","candidatus koribacter","rhodoplanes",2,"Dfa/Dfc"
"Genus","candidatus koribacter","mycobacterium",1,"Dfb"
"Genus","candidatus koribacter","da101",1,"Dfc"
"Genus","candidatus koribacter","planctomyces",1,"Dfc"
"Genus","candidatus koribacter","rhizobium",1,"Dfc"
"Genus","candidatus koribacter","geobacter",1,"Dwc"
"Genus","candidatus solibacter","pedomicrobium",1,"Af"
"Genus","candidatus solibacter","planctomyces",2,"Af/Am"
"Genus","candidatus solibacter","da101",1,"Aw"
"Genus","candidatus solibacter","phenylobacterium",2,"Aw/Dwc"
"Genus","candidatus solibacter","opitutus",1,"BSh"
"Genus","candidatus solibacter","dactylosporangium",2,"BSh/Dwb"
"Genus","candidatus solibacter","fimbriimonas",1,"BSk"
"Genus","candidatus solibacter","niabella",1,"BSk"
"Genus","candidatus solibacter","devosia",2,"BSk/Dfc"
"Genus","candidatus solibacter","nitrospira",1,"Cfb"
"Genus","candidatus solibacter","pseudonocardia",1,"Cfb"
"Genus","candidatus solibacter","rhodoplanes",1,"Csa"
"Genus","candidatus solibacter","geobacter",1,"Csb"
"Genus","candidatus solibacter","pedobacter",1,"Dfb"
"Genus","candidatus solibacter","edaphobacter",2,"Dfb/Dwb"
"Genus","candidatus solibacter","caulobacter",1,"Dfc"
"Genus","candidatus solibacter","janthinobacterium",1,"Dwb"
"Genus","candidatus solibacter","methylibium",1,"Dwb"
"Genus","candidatus solibacter","flavisolibacter",1,"Dwc"
"Genus","candidatus solibacter","mycobacterium",1,"EF"
"Genus","candidatus solibacter","unassigned",1,"EF"
"Genus","candidatus solibacter","clostridium",1,"ET"
"Genus","candidatus solibacter","gemmata",1,"ET"
"Genus","candidatus solibacter","pilimelia",1,"ET"
"Genus","caulobacter","da101",1,"Af"
"Genus","caulobacter","unassigned",2,"BSh/BWk"
"Genus","caulobacter","kaistobacter",1,"BSk"
"Genus","caulobacter","opitutus",1,"Cfa"
"Genus","caulobacter","luteolibacter",2,"Cfa/Dfc"
"Genus","caulobacter","corallococcus",2,"Csa/Dfb"
"Genus","caulobacter","streptomyces",1,"Csb"
"Genus","caulobacter","niabella",2,"Csb/ET"
"Genus","caulobacter","lysobacter",1,"Dfa"
"Genus","caulobacter","devosia",2,"Dfa/Dfb"
"Genus","caulobacter","flavobacterium",2,"Dfa/EF"
"Genus","caulobacter","pseudomonas",2,"Dfa/EF"
"Genus","caulobacter","edaphobacter",1,"Dfb"
"Genus","caulobacter","rhodoplanes",1,"Dfb"
"Genus","caulobacter","janthinobacterium",1,"Dwc"
"Genus","caulobacter","geobacter",1,"EF"
"Genus","caulobacter","mycobacterium",1,"EF"
"Genus","caulobacter","sphingomonas",1,"EF"
"Genus","caulobacter","dactylosporangium",1,"ET"
"Genus","clostridium","opitutus",1,"Af"
"Genus","clostridium","turneriella",1,"Af"
"Genus","clostridium","unassigned",3,"Af/Cwb/EF"
"Genus","clostridium","pseudomonas",2,"BSk/Cwb"
"Genus","clostridium","flavobacterium",2,"BSk/EF"
"Genus","clostridium","luteimonas",1,"Cfb"
"Genus","clostridium","da101",2,"Cwb/Dwb"
"Genus","clostridium","rhodoplanes",1,"Dfc"
"Genus","clostridium","nitrospira",1,"Dwc"
"Genus","clostridium","devosia",1,"EF"
"Genus","corallococcus","da101",1,"Af"
"Genus","corallococcus","pedomicrobium",1,"Am"
"Genus","corallococcus","pilimelia",2,"BSh/BSk"
"Genus","corallococcus","mycobacterium",1,"BSk"
"Genus","corallococcus","unassigned",1,"BWh"
"Genus","corallococcus","nitrospira",1,"Cfa"
"Genus","corallococcus","luteimonas",2,"Cfb/Cwb"
"Genus","corallococcus","phenylobacterium",1,"Cwb"
"Genus","corallococcus","opitutus",2,"Cwb/Dfb"
"Genus","corallococcus","flavisolibacter",1,"Dfa"
"Genus","da101","kaistobacter",2,"Af/Cfa"
"Genus","da101","pedomicrobium",1,"Am"
"Genus","da101","flavobacterium",2,"Am/Aw"
"Genus","da101","hyphomicrobium",1,"Aw"
"Genus","da101","rhizobium",1,"Aw"
"Genus","da101","janthinobacterium",1,"BSh"
"Genus","da101","methylibium",1,"BSh"
"Genus","da101","streptomyces",1,"BSh"
"Genus","da101","rhodoplanes",3,"BSh/Cfa/Csa"
"Genus","da101","pedobacter",2,"BSh/Dwc"
"Genus","da101","flavisolibacter",1,"BSk"
"Genus","da101","unassigned",3,"Cfa/Cfb/Cwb"
"Genus","da101","nitrospira",2,"Cfa/ET"
"Genus","da101","edaphobacter",1,"Cfb"
"Genus","da101","steroidobacter",1,"Cfb"
"Genus","da101","opitutus",1,"Csb"
"Genus","da101","mycobacterium",1,"Cwb"
"Genus","da101","fimbriimonas",1,"Dfb"
"Genus","da101","pseudonocardia",1,"Dfc"
"Genus","da101","geobacter",1,"EF"
"Genus","da101","pilimelia",1,"EF"
"Genus","da101","sphingomonas",1,"EF"
"Genus","da101","lysobacter",1,"ET"
"Genus","da101","pseudomonas",1,"ET"
"Genus","da101","turneriella",1,"ET"
"Genus","dactylosporangium","pseudonocardia",1,"Af"
"Genus","dactylosporangium","flavobacterium",1,"Am"
"Genus","dactylosporangium","streptomyces",1,"Aw"
"Genus","dactylosporangium","unassigned",1,"BSk"
"Genus","dactylosporangium","gemmata",1,"Cfa"
"Genus","dactylosporangium","methylibium",1,"Cfa"
"Genus","dactylosporangium","niabella",1,"Dwb"
"Genus","dactylosporangium","devosia",1,"Dwc"
"Genus","devosia","rhizobium",1,"Am"
"Genus","devosia","steroidobacter",1,"Aw"
"Genus","devosia","rhodoplanes",1,"BSk"
"Genus","devosia","pedobacter",2,"BSk/EF"
"Genus","devosia","streptomyces",1,"Cfa"
"Genus","devosia","methylibium",2,"Cfa/Dfa"
"Genus","devosia","mycobacterium",2,"Cfb/Dfb"
"Genus","devosia","luteimonas",1,"Csa"
"Genus","devosia","unassigned",1,"Csa"
"Genus","devosia","kaistobacter",1,"Csb"
"Genus","devosia","lysobacter",1,"Dfa"
"Genus","devosia","luteolibacter",1,"Dfc"
