"ClimateZone","level","from","to","x","n","n1","n2","pvalue","p.adj"
"Dwb","Order","b07_wmsp1","sphingomonadales",1,606,1,12207,0,0
"Dwb","Order","b07_wmsp1","unassigned",1,606,12,12196,0.116864732277883,0.198445575180247
"Dwb","Order","b07_wmsp1","xanthomonadales",1,606,1,12207,0,0
"Dwb","Order","b97","pirellulales",1,606,8,12200,0.0564498716275869,0.123252090684912
"Dwb","Order","b97","syntrophobacterales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","b97","unassigned",1,606,7,12201,0.0437499291640087,0.106596085266145
"Dwb","Order","bacillales","bacillales",1,606,12,12196,0.116864732277883,0.198445575180247
"Dwb","Order","bacillales","chthoniobacterales",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Order","bacillales","clostridiales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","bacillales","leptospirales",1,606,1,12207,0,0
"Dwb","Order","bacillales","opitutales",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","bacillales","saprospirales",2,606,10,12198,0.011238847966295,0.0474130898259189
"Dwb","Order","bacillales","sphingomonadales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","bacillales","syntrophobacterales",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","bacillales","unassigned",1,606,19,12189,0.242685581346013,0.331700145131229
"Dwb","Order","burkholderiales","burkholderiales",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Order","burkholderiales","ccu21",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","burkholderiales","ellin6067",3,606,18,12190,0.0105416898788666,0.0468088234493962
"Dwb","Order","burkholderiales","gaiellales",2,606,7,12201,0.00366576998539747,0.0269607169704165
"Dwb","Order","burkholderiales","gemmatales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","burkholderiales","mnd1",1,606,7,12201,0.0437499291640087,0.106596085266145
"Dwb","Order","burkholderiales","rb41",2,606,23,12185,0.103287888789352,0.180964133635859
"Dwb","Order","burkholderiales","rhizobiales",4,606,35,12173,0.028045592890789,0.0802788841325212
"Dwb","Order","burkholderiales","rhodobacterales",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","burkholderiales","saprospirales",2,606,37,12171,0.277931163287338,0.367525679798078
"Dwb","Order","burkholderiales","solibacterales",2,606,10,12198,0.011238847966295,0.0474130898259189
"Dwb","Order","burkholderiales","unassigned",5,606,57,12151,0.0623270388527306,0.13220502463697
"Dwb","Order","caulobacterales","opitutales",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","caulobacterales","rhodospirillales",1,606,7,12201,0.0437499291640087,0.106596085266145
"Dwb","Order","caulobacterales","saprospirales",1,606,8,12200,0.0564498716275869,0.123252090684912
"Dwb","Order","caulobacterales","sphingobacteriales",1,606,13,12195,0.133753901725195,0.216636870465023
"Dwb","Order","ccu21","ellin6067",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","ccu21","gaiellales",1,606,8,12200,0.0564498716275869,0.123252090684912
"Dwb","Order","ccu21","rhizobiales",1,606,35,12173,0.52432716410141,0.5914248610166
"Dwb","Order","ccu21","unassigned",2,606,62,12146,0.60055937060366,0.657306690473557
"Dwb","Order","chthoniobacterales","chthoniobacterales",2,606,30,12178,0.184904791008079,0.27221277658741
"Dwb","Order","chthoniobacterales","clostridiales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","chthoniobacterales","ellin329",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Order","chthoniobacterales","ellin5290",1,606,1,12207,0,0
"Dwb","Order","chthoniobacterales","ellin6513",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","chthoniobacterales","gemmatimonadales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","chthoniobacterales","pedosphaerales",2,606,19,12189,0.0652544100170638,0.136013473622184
"Dwb","Order","chthoniobacterales","rb41",3,606,25,12183,0.0331620353303403,0.0892099426865902
"Dwb","Order","chthoniobacterales","rhizobiales",1,606,39,12169,0.583442151741337,0.642325877491717
"Dwb","Order","chthoniobacterales","rhodospirillales",1,606,7,12201,0.0437499291640087,0.106596085266145
"Dwb","Order","chthoniobacterales","solibacterales",1,606,19,12189,0.242685581346013,0.331700145131229
"Dwb","Order","chthoniobacterales","unassigned",3,606,48,12160,0.214025377085369,0.30293605513408
"Dwb","Order","clostridiales","unassigned",1,606,11,12197,0.100576319174209,0.178267809871959
"Dwb","Order","cytophagales","ellin329",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","cytophagales","mnd1",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","cytophagales","myxococcales",1,606,11,12197,0.100576319174209,0.178267809871959
"Dwb","Order","cytophagales","opitutales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","cytophagales","pedosphaerales",1,606,8,12200,0.0564498716275869,0.123252090684912
"Dwb","Order","cytophagales","pseudomonadales",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","cytophagales","rb41",1,606,11,12197,0.100576319174209,0.178267809871959
"Dwb","Order","cytophagales","saprospirales",1,606,18,12190,0.224008615942965,0.313157394157288
"Dwb","Order","cytophagales","solirubrobacterales",1,606,1,12207,0,0
"Dwb","Order","cytophagales","sphingomonadales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","cytophagales","syntrophobacterales",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","cytophagales","xanthomonadales",3,606,19,12189,0.0128387570103992,0.0529975139447696
"Dwb","Order","desulfuromonadales","gaiellales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","desulfuromonadales","unassigned",2,606,12,12196,0.019134253655835,0.0642226620892988
"Dwb","Order","ellin329","ellin329",1,606,15,12193,0.168944767223614,0.255992951893151
"Dwb","Order","ellin329","ellin6513",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","ellin329","gemmatales",2,606,5,12203,0.00112897239682597,0.0117390592079197
"Dwb","Order","ellin329","myxococcales",3,606,19,12189,0.0128387570103992,0.0529975139447696
"Dwb","Order","ellin329","nitrospirales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","ellin329","pedosphaerales",2,606,20,12188,0.0740466347674686,0.146285327522125
"Dwb","Order","ellin329","rhizobiales",1,606,38,12170,0.569185311183052,0.630419347916746
"Dwb","Order","ellin329","rhodospirillales",2,606,20,12188,0.0740466347674686,0.146285327522125
"Dwb","Order","ellin329","saprospirales",1,606,34,12174,0.508690756066672,0.577382194219904
"Dwb","Order","ellin329","solibacterales",5,606,29,12179,0.00260410248555354,0.0217025901146032
"Dwb","Order","ellin329","syntrophobacterales",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","ellin329","unassigned",2,606,39,12169,0.305433760854788,0.393520130318282
"Dwb","Order","ellin329","xanthomonadales",1,606,13,12195,0.133753901725195,0.216636870465023
"Dwb","Order","ellin5290","gaiellales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","ellin5290","unassigned",2,606,15,12193,0.0354412546565093,0.0910503749406129
"Dwb","Order","ellin5290","xanthomonadales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","ellin6067","gemmatimonadales",1,606,1,12207,0,0
"Dwb","Order","ellin6067","pseudomonadales",1,606,1,12207,0,0
"Dwb","Order","ellin6067","rb41",1,606,9,12199,0.0702455187290064,0.140778202016963
"Dwb","Order","ellin6067","rhizobiales",1,606,19,12189,0.242685581346013,0.331700145131229
"Dwb","Order","ellin6067","unassigned",3,606,28,12180,0.0478023474694036,0.111950876721603
"Dwb","Order","ellin6513","unassigned",1,606,11,12197,0.100576319174209,0.178267809871959
"Dwb","Order","fac88","planctomycetales",1,606,1,12207,0,0
"Dwb","Order","fac88","rhodospirillales",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","fac88","saprospirales",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","fac88","unassigned",2,606,13,12195,0.0239743003176681,0.0738428721113442
"Dwb","Order","fimbriimonadales","rb41",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","fimbriimonadales","solirubrobacterales",1,606,1,12207,0,0
"Dwb","Order","fimbriimonadales","sphingobacteriales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","flavobacteriales","gemmatimonadales",1,606,1,12207,0,0
"Dwb","Order","flavobacteriales","myxococcales",2,606,4,12204,0.000468921140195255,0.00561089559567446
"Dwb","Order","flavobacteriales","rb41",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","flavobacteriales","sphingomonadales",1,606,1,12207,0,0
"Dwb","Order","flavobacteriales","syntrophobacterales",2,606,4,12204,0.000468921140195255,0.00561089559567446
"Dwb","Order","flavobacteriales","unassigned",1,606,19,12189,0.242685581346013,0.331700145131229
"Dwb","Order","flavobacteriales","verrucomicrobiales",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","gaiellales","htcc2188",2,606,9,12199,0.00816510677261861,0.0390968111709299
"Dwb","Order","gaiellales","nitrospirales",1,606,11,12197,0.100576319174209,0.178267809871959
"Dwb","Order","gaiellales","rb41",2,606,23,12185,0.103287888789352,0.180964133635859
"Dwb","Order","gaiellales","saprospirales",3,606,31,12177,0.0654712924762649,0.136063559926168
"Dwb","Order","gaiellales","solirubrobacterales",1,606,21,12187,0.280169641633672,0.369831914686786
"Dwb","Order","gaiellales","syntrophobacterales",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Order","gaiellales","thiotrichales",1,606,1,12207,0,0
"Dwb","Order","gaiellales","unassigned",6,606,59,12149,0.0261253794110863,0.0780670175733213
"Dwb","Order","gaiellales","xanthomonadales",2,606,21,12187,0.0833324462882213,0.158804742877869
"Dwb","Order","gemmatales","leptospirales",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","gemmatales","mnd1",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","gemmatales","opitutales",1,606,9,12199,0.0702455187290064,0.140778202016963
"Dwb","Order","gemmatales","planctomycetales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","gemmatales","pseudomonadales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","gemmatales","rhizobiales",3,606,25,12183,0.0331620353303403,0.0892099426865902
"Dwb","Order","gemmatales","solibacterales",1,606,14,12194,0.151144298881334,0.236573685205566
"Dwb","Order","gemmatales","sphingomonadales",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","gemmatales","sva0725",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","gemmatales","unassigned",3,606,70,12138,0.460792250566077,0.534294624865069
"Dwb","Order","gemmatimonadales","htcc2188",1,606,1,12207,0,0
"Dwb","Order","gemmatimonadales","myxococcales",1,606,7,12201,0.0437499291640087,0.106596085266145
"Dwb","Order","gemmatimonadales","rhizobiales",1,606,17,12191,0.20544968686921,0.292686784678291
"Dwb","Order","gemmatimonadales","syntrophobacterales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","gemmatimonadales","unassigned",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Order","htcc2188","myxococcales",1,606,15,12193,0.168944767223614,0.255992951893151
"Dwb","Order","htcc2188","rb41",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Order","htcc2188","rhizobiales",1,606,14,12194,0.151144298881334,0.236573685205566
"Dwb","Order","htcc2188","solirubrobacterales",1,606,1,12207,0,0
"Dwb","Order","htcc2188","sphingobacteriales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","htcc2188","sphingomonadales",1,606,1,12207,0,0
"Dwb","Order","htcc2188","syntrophobacterales",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Order","htcc2188","unassigned",1,606,53,12155,0.7470147017158,0.783441832769078
"Dwb","Order","leptospirales","saprospirales",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","mariprofundales","rb41",2,606,4,12204,0.000468921140195255,0.00561089559567446
"Dwb","Order","mariprofundales","unassigned",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","miz46","rhodospirillales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","miz46","sphingobacteriales",1,606,1,12207,0,0
"Dwb","Order","mnd1","pedosphaerales",2,606,13,12195,0.0239743003176681,0.0738428721113442
"Dwb","Order","mnd1","saprospirales",2,606,12,12196,0.019134253655835,0.0642226620892988
"Dwb","Order","mnd1","unassigned",2,606,66,12142,0.643053458303656,0.693344656381742
"Dwb","Order","myxococcales","myxococcales",5,606,58,12150,0.0667476434981174,0.137606644629143
"Dwb","Order","myxococcales","n1423wl",3,606,10,12198,0.000993043987373765,0.0104495310489558
"Dwb","Order","myxococcales","nitrospirales",1,606,25,12183,0.354370716122278,0.4388951624555
"Dwb","Order","myxococcales","opitutales",1,606,13,12195,0.133753901725195,0.216636870465023
"Dwb","Order","myxococcales","pedosphaerales",2,606,23,12185,0.103287888789352,0.180964133635859
"Dwb","Order","myxococcales","rb41",2,606,39,12169,0.305433760854788,0.393520130318282
"Dwb","Order","myxococcales","rhizobiales",9,606,62,12146,0.000876050834857978,0.00942673680788429
"Dwb","Order","myxococcales","rhodobacterales",2,606,15,12193,0.0354412546565093,0.0910503749406129
"Dwb","Order","myxococcales","rhodospirillales",1,606,22,12186,0.298877816194158,0.386897750879483
"Dwb","Order","myxococcales","saprospirales",1,606,47,12161,0.684932981801936,0.730326441957183
"Dwb","Order","myxococcales","sphingobacteriales",2,606,22,12186,0.0930878960288182,0.169217159251687
"Dwb","Order","myxococcales","sva0725",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","myxococcales","syntrophobacterales",1,606,24,12184,0.336014424675145,0.421643335879344
"Dwb","Order","myxococcales","unassigned",5,606,150,12058,0.761191793942216,0.795806612395964
"Dwb","Order","myxococcales","xanthomonadales",3,606,37,12171,0.109410837265888,0.188336242440135
"Dwb","Order","n1423wl","opitutales",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","n1423wl","solirubrobacterales",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","nitrospirales","nitrospirales",1,606,11,12197,0.100576319174209,0.178267809871959
"Dwb","Order","nitrospirales","rb41",2,606,32,12176,0.21070282065856,0.299402780454977
"Dwb","Order","nitrospirales","rhizobiales",1,606,30,12178,0.442909961027076,0.518534703557584
"Dwb","Order","nitrospirales","thiotrichales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","nitrospirales","unassigned",1,606,61,12147,0.813229150655953,0.838793532372118
"Dwb","Order","opitutales","rhizobiales",1,606,14,12194,0.151144298881334,0.236573685205566
"Dwb","Order","opitutales","rhodobacterales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","opitutales","rickettsiales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","opitutales","saprospirales",2,606,19,12189,0.0652544100170638,0.136013473622184
"Dwb","Order","opitutales","sphingobacteriales",1,606,19,12189,0.242685581346013,0.331700145131229
"Dwb","Order","opitutales","unassigned",3,606,30,12178,0.0592494005009143,0.12749406242567
"Dwb","Order","pedosphaerales","pedosphaerales",3,606,18,12190,0.0105416898788666,0.0468088234493962
"Dwb","Order","pedosphaerales","pirellulales",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Order","pedosphaerales","rb41",1,606,21,12187,0.280169641633672,0.369831914686786
"Dwb","Order","pedosphaerales","sphingobacteriales",1,606,16,12192,0.187071938635082,0.274409493370549
"Dwb","Order","pedosphaerales","unassigned",4,606,68,12140,0.247894261172194,0.337270553033885
"Dwb","Order","pirellulales","rhizobiales",1,606,13,12195,0.133753901725195,0.216636870465023
"Dwb","Order","pirellulales","rhodobacterales",2,606,2,12206,0,0
"Dwb","Order","pirellulales","unassigned",1,606,39,12169,0.583442151741337,0.642325877491717
"Dwb","Order","planctomycetales","rhodospirillales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","planctomycetales","saprospirales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","planctomycetales","unassigned",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Order","pseudomonadales","rhizobiales",1,606,24,12184,0.336014424675145,0.421643335879344
"Dwb","Order","pseudomonadales","rhodospirillales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","pseudomonadales","saprospirales",2,606,6,12202,0.002174698116856,0.0191787662496063
"Dwb","Order","pseudomonadales","xanthomonadales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","rb41","rb41",2,606,63,12145,0.611487602015095,0.666597472229405
"Dwb","Order","rb41","rhizobiales",4,606,105,12103,0.601960583021979,0.658407966258307
"Dwb","Order","rb41","rhodobacterales",1,606,7,12201,0.0437499291640087,0.106596085266145
"Dwb","Order","rb41","saprospirales",1,606,99,12109,0.960615366456867,0.966646759726097
"Dwb","Order","rb41","solibacterales",2,606,52,12156,0.480875983406046,0.551709863120318
"Dwb","Order","rb41","sphingobacteriales",1,606,28,12180,0.408235798124538,0.487388347366175
"Dwb","Order","rb41","sphingomonadales",2,606,33,12175,0.223884364631198,0.313157394157288
"Dwb","Order","rb41","syntrophobacterales",2,606,25,12183,0.12491707303312,0.207279021733803
"Dwb","Order","rb41","unassigned",7,606,147,12061,0.446781808658954,0.521751501907619
"Dwb","Order","rhizobiales","rhizobiales",5,606,111,12097,0.475378961188621,0.547286678069619
"Dwb","Order","rhizobiales","rhodobacterales",3,606,17,12191,0.00852802284304044,0.0399476247625769
"Dwb","Order","rhizobiales","saprospirales",2,606,80,12128,0.766020349498248,0.799701063850483
"Dwb","Order","rhizobiales","solibacterales",3,606,83,12125,0.5957511923706,0.653245238762789
"Dwb","Order","rhizobiales","sphingobacteriales",1,606,36,12172,0.53962480004447,0.604507437807731
"Dwb","Order","rhizobiales","syntrophobacterales",1,606,38,12170,0.569185311183052,0.630419347916746
"Dwb","Order","rhizobiales","unassigned",12,606,231,11977,0.361063600131244,0.445166660772807
"Dwb","Order","rhizobiales","xanthomonadales",1,606,45,12163,0.661628722580992,0.709752716660309
"Dwb","Order","rhodobacterales","saprospirales",1,606,12,12196,0.116864732277883,0.198445575180247
"Dwb","Order","rhodobacterales","solirubrobacterales",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Order","rhodobacterales","unassigned",3,606,60,12148,0.347708823498506,0.432508258960679
"Dwb","Order","rhodospirillales","rickettsiales",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","rhodospirillales","saprospirales",2,606,25,12183,0.12491707303312,0.207279021733803
"Dwb","Order","rhodospirillales","solibacterales",3,606,29,12179,0.0533584899594286,0.119318550615247
"Dwb","Order","rhodospirillales","sphingomonadales",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","rhodospirillales","unassigned",1,606,72,12136,0.878947743508539,0.895166869656625
"Dwb","Order","rhodospirillales","xanthomonadales",1,606,7,12201,0.0437499291640087,0.106596085266145
"Dwb","Order","rickettsiales","saprospirales",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","saprospirales","saprospirales",3,606,53,12155,0.268398737145622,0.357350439391584
"Dwb","Order","saprospirales","solibacterales",1,606,60,12148,0.805891512719697,0.832564753564641
"Dwb","Order","saprospirales","solirubrobacterales",1,606,9,12199,0.0702455187290064,0.140778202016963
"Dwb","Order","saprospirales","sphingobacteriales",2,606,38,12170,0.291660119457739,0.379618215767733
"Dwb","Order","saprospirales","sphingomonadales",1,606,25,12183,0.354370716122278,0.4388951624555
"Dwb","Order","saprospirales","syntrophobacterales",3,606,30,12178,0.0592494005009143,0.12749406242567
"Dwb","Order","saprospirales","unassigned",8,606,148,12060,0.314178683588473,0.400178075657394
"Dwb","Order","saprospirales","xanthomonadales",4,606,45,12163,0.0708103797571266,0.140847867475858
"Dwb","Order","solibacterales","solibacterales",2,606,34,12174,0.237221359494005,0.325646979084671
"Dwb","Order","solibacterales","sphingobacteriales",1,606,15,12193,0.168944767223614,0.255992951893151
"Dwb","Order","solibacterales","sphingomonadales",3,606,17,12191,0.00852802284304044,0.0399476247625769
"Dwb","Order","solibacterales","syntrophobacterales",1,606,12,12196,0.116864732277883,0.198445575180247
"Dwb","Order","solibacterales","unassigned",6,606,98,12110,0.213436319137717,0.302307662082551
"Dwb","Order","solibacterales","verrucomicrobiales",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Order","solibacterales","wd2101",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","solirubrobacterales","solirubrobacterales",1,606,14,12194,0.151144298881334,0.236573685205566
"Dwb","Order","solirubrobacterales","sphingobacteriales",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Order","solirubrobacterales","unassigned",2,606,37,12171,0.277931163287338,0.367525679798078
"Dwb","Order","solirubrobacterales","xanthomonadales",3,606,15,12193,0.00529257531578709,0.0309407027928764
"Dwb","Order","sphingobacteriales","sphingobacteriales",1,606,8,12200,0.0564498716275869,0.123252090684912
"Dwb","Order","sphingobacteriales","unassigned",4,606,39,12169,0.0423663791033486,0.105256045147506
"Dwb","Order","sphingomonadales","unassigned",2,606,38,12170,0.291660119457739,0.379618215767733
"Dwb","Order","sphingomonadales","xanthomonadales",3,606,25,12183,0.0331620353303403,0.0892099426865902
"Dwb","Order","syntrophobacterales","syntrophobacterales",1,606,9,12199,0.0702455187290064,0.140778202016963
"Dwb","Order","syntrophobacterales","unassigned",2,606,77,12131,0.742979932612001,0.780266990146385
"Dwb","Order","syntrophobacterales","verrucomicrobiales",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Order","syntrophobacterales","xanthomonadales",4,606,15,12193,0.000587290100761084,0.00688819646212367
"Dwb","Order","thiotrichales","unassigned",1,606,14,12194,0.151144298881334,0.236573685205566
"Dwb","Order","thiotrichales","xanthomonadales",1,606,11,12197,0.100576319174209,0.178267809871959
"Dwb","Order","unassigned","unassigned",7,606,214,11994,0.839834267588856,0.861225395113268
"Dwb","Order","unassigned","wd2101",1,606,9,12199,0.0702455187290064,0.140778202016963
"Dwb","Order","unassigned","xanthomonadales",6,606,90,12118,0.159054050292447,0.245632623948347
"Dwb","Order","xanthomonadales","xanthomonadales",3,606,30,12178,0.0592494005009143,0.12749406242567
"Dwb","Family","0319","0319",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Family","0319","6a21",7,606,219,11989,0.857229083357473,0.876313668285946
"Dwb","Family","10","chitinophagaceae",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Family","10","planococcaceae",1,606,1,12207,0,0
"Dwb","Family","10","prr",2,606,44,12164,0.374318893569279,0.45710821743128
"Dwb","Family","acetobacteraceae","sinobacteraceae",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Family","acetobacteraceae","sphingomonadaceae",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Family","acetobacteraceae","unassigned",2,606,75,12133,0.726640223546692,0.76588081738183
"Dwb","Family","acidobacteriaceae","koribacteraceae",1,606,18,12190,0.224008615942965,0.313157394157288
"Dwb","Family","acidobacteriaceae","opitutaceae",1,606,1,12207,0,0
"Dwb","Family","acidobacteriaceae","pirellulaceae",1,606,1,12207,0,0
"Dwb","Family","acidobacteriaceae","solibacteraceae",1,606,7,12201,0.0437499291640087,0.106596085266145
"Dwb","Family","acidobacteriaceae","unassigned",3,606,67,12141,0.427344907193756,0.504532151374524
"Dwb","Family","auto67_4w","chthoniobacteraceae",1,606,1,12207,0,0
"Dwb","Family","auto67_4w","eb1017",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Family","auto67_4w","ellin515",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Family","bacillaceae","chitinophagaceae",2,606,8,12200,0.00565010177327396,0.0309407027928764
"Dwb","Family","bacillaceae","clostridiaceae",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Family","bacillaceae","leptospiraceae",1,606,1,12207,0,0
"Dwb","Family","bacillaceae","mycobacteriaceae",1,606,1,12207,0,0
"Dwb","Family","bacillaceae","opitutaceae",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Family","bacillaceae","planococcaceae",1,606,11,12197,0.100576319174209,0.178267809871959
"Dwb","Family","bacillaceae","pseudonocardiaceae",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Family","bacillaceae","sphingomonadaceae",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Family","bacillaceae","syntrophobacteraceae",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Family","bacillaceae","unassigned",3,606,68,12140,0.438560572570103,0.514805222413384
"Dwb","Family","bradyrhizobiaceae","chitinophagaceae",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Family","bradyrhizobiaceae","methylocystaceae",1,606,2,12206,0.00246022333617968,0.0206272648729592
"Dwb","Family","bradyrhizobiaceae","myxococcaceae",1,606,1,12207,0,0
"Dwb","Family","bradyrhizobiaceae","unassigned",1,606,36,12172,0.53962480004447,0.604507437807731
"Dwb","Family","bryobacteraceae","hyphomicrobiaceae",1,606,3,12205,0.00713718731231516,0.0349484840674035
"Dwb","Family","bryobacteraceae","unassigned",2,606,56,12152,0.5308988042673,0.597422445957829
"Dwb","Family","bryobacteraceae","verrucomicrobiaceae",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Family","caulobacteraceae","chitinophagaceae",1,606,8,12200,0.0564498716275869,0.123252090684912
"Dwb","Family","caulobacteraceae","opitutaceae",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Family","caulobacteraceae","rhodospirillaceae",1,606,6,12202,0.0322973122558341,0.0873206164931456
"Dwb","Family","caulobacteraceae","sphingobacteriaceae",1,606,10,12198,0.0849971864196842,0.159147731211334
"Dwb","Family","caulobacteraceae","unassigned",2,606,27,12181,0.148006409789508,0.232711144078061
"Dwb","Family","chitinophagaceae","chitinophagaceae",2,606,44,12164,0.374318893569279,0.45710821743128
"Dwb","Family","chitinophagaceae","comamonadaceae",2,606,22,12186,0.0930878960288182,0.169217159251687
"Dwb","Family","chitinophagaceae","gaiellaceae",3,606,30,12178,0.0592494005009143,0.12749406242567
"Dwb","Family","chitinophagaceae","geodermatophilaceae",1,606,5,12203,0.0222564408761747,0.0702329338364408
"Dwb","Family","chitinophagaceae","hyphomonadaceae",1,606,12,12196,0.116864732277883,0.198445575180247
"Dwb","Family","chitinophagaceae","koribacteraceae",3,606,36,12172,0.101339398158835,0.179388815687283
"Dwb","Family","chitinophagaceae","leptospiraceae",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Family","chitinophagaceae","micrococcaceae",2,606,5,12203,0.00112897239682597,0.0117390592079197
"Dwb","Family","chitinophagaceae","micromonosporaceae",2,606,4,12204,0.000468921140195255,0.00561089559567446
"Dwb","Family","chitinophagaceae","opitutaceae",2,606,19,12189,0.0652544100170638,0.136013473622184
"Dwb","Family","chitinophagaceae","planctomycetaceae",1,606,4,12204,0.0138054534844352,0.0544637393322049
"Dwb","Family","chitinophagaceae","pseudomonadaceae",2,606,6,12202,0.002174698116856,0.0191787662496063
"Dwb","Family","chitinophagaceae","rhodobiaceae",1,606,2,12206,0.00246022333617968,0.0206272648729592
