"No. of Samples","No. of ESVs","Freq of Samples","Freq. of ESVs","cumsumFreq ESVs"
1,21709,0.000234,0.127653,0.127653
2,12030,0.000467,0.070738,0.198391
3,9242,0.000701,0.054345,0.252736
4,7916,0.000935,0.046547,0.299283
5,6717,0.001168,0.039497,0.33878
6,6415,0.001402,0.037721,0.376501
7,5794,0.001636,0.03407,0.410571
8,5286,0.00187,0.031083,0.441654
9,5024,0.002103,0.029542,0.471196
10,4504,0.002337,0.026484,0.49768
11,4187,0.002571,0.02462,0.5223
12,3839,0.002804,0.022574,0.544874
13,3374,0.003038,0.01984,0.564714
14,3162,0.003272,0.018593,0.583307
15,2824,0.003505,0.016606,0.599913
16,2507,0.003739,0.014742,0.614655
17,2385,0.003973,0.014024,0.628679
18,2067,0.004207,0.012154,0.640833
19,1920,0.00444,0.01129,0.652123
20,1805,0.004674,0.010614,0.662737
21,1701,0.004908,0.010002,0.672739
22,1540,0.005141,0.009055,0.681794
23,1409,0.005375,0.008285,0.690079
24,1418,0.005609,0.008338,0.698417
25,1335,0.005842,0.00785,0.706267
26,1233,0.006076,0.00725,0.713517
27,1167,0.00631,0.006862,0.720379
28,1081,0.006544,0.006356,0.726735
29,1043,0.006777,0.006133,0.732868
30,931,0.007011,0.005474,0.738342
31,905,0.007245,0.005322,0.743664
32,819,0.007478,0.004816,0.74848
33,863,0.007712,0.005075,0.753555
34,793,0.007946,0.004663,0.758218
35,802,0.008179,0.004716,0.762934
36,746,0.008413,0.004387,0.767321
37,723,0.008647,0.004251,0.771572
38,658,0.008881,0.003869,0.775441
39,694,0.009114,0.004081,0.779522
40,610,0.009348,0.003587,0.783109
41,614,0.009582,0.00361,0.786719
42,579,0.009815,0.003405,0.790124
43,563,0.010049,0.003311,0.793435
44,554,0.010283,0.003258,0.796693
45,523,0.010516,0.003075,0.799768
46,525,0.01075,0.003087,0.802855
47,492,0.010984,0.002893,0.805748
48,495,0.011218,0.002911,0.808659
49,434,0.011451,0.002552,0.811211
50,432,0.011685,0.00254,0.813751
51,430,0.011919,0.002528,0.816279
52,408,0.012152,0.002399,0.818678
53,436,0.012386,0.002564,0.821242
54,399,0.01262,0.002346,0.823588
55,406,0.012853,0.002387,0.825975
56,346,0.013087,0.002035,0.82801
57,365,0.013321,0.002146,0.830156
58,379,0.013555,0.002229,0.832385
59,339,0.013788,0.001993,0.834378
60,330,0.014022,0.00194,0.836318
61,307,0.014256,0.001805,0.838123
62,316,0.014489,0.001858,0.839981
63,297,0.014723,0.001746,0.841727
64,305,0.014957,0.001793,0.84352
65,327,0.01519,0.001923,0.845443
66,283,0.015424,0.001664,0.847107
67,302,0.015658,0.001776,0.848883
68,268,0.015892,0.001576,0.850459
69,242,0.016125,0.001423,0.851882
70,271,0.016359,0.001594,0.853476
71,256,0.016593,0.001505,0.854981
72,242,0.016826,0.001423,0.856404
73,225,0.01706,0.001323,0.857727
74,285,0.017294,0.001676,0.859403
75,217,0.017527,0.001276,0.860679
76,251,0.017761,0.001476,0.862155
77,222,0.017995,0.001305,0.86346
78,227,0.018229,0.001335,0.864795
79,210,0.018462,0.001235,0.86603
80,212,0.018696,0.001247,0.867277
81,218,0.01893,0.001282,0.868559
82,178,0.019163,0.001047,0.869606
83,223,0.019397,0.001311,0.870917
84,192,0.019631,0.001129,0.872046
85,204,0.019864,0.0012,0.873246
86,209,0.020098,0.001229,0.874475
87,211,0.020332,0.001241,0.875716
88,192,0.020566,0.001129,0.876845
89,187,0.020799,0.0011,0.877945
90,169,0.021033,0.000994,0.878939
91,171,0.021267,0.001006,0.879945
92,167,0.0215,0.000982,0.880927
93,177,0.021734,0.001041,0.881968
94,173,0.021968,0.001017,0.882985
95,143,0.022201,0.000841,0.883826
96,165,0.022435,0.00097,0.884796
97,158,0.022669,0.000929,0.885725
98,157,0.022903,0.000923,0.886648
99,144,0.023136,0.000847,0.887495
100,173,0.02337,0.001017,0.888512
101,141,0.023604,0.000829,0.889341
102,157,0.023837,0.000923,0.890264
103,150,0.024071,0.000882,0.891146
104,137,0.024305,0.000806,0.891952
105,142,0.024538,0.000835,0.892787
106,145,0.024772,0.000853,0.89364
107,123,0.025006,0.000723,0.894363
108,133,0.02524,0.000782,0.895145
109,126,0.025473,0.000741,0.895886
110,131,0.025707,0.00077,0.896656
111,126,0.025941,0.000741,0.897397
112,108,0.026174,0.000635,0.898032
113,132,0.026408,0.000776,0.898808
114,148,0.026642,0.00087,0.899678
115,113,0.026875,0.000664,0.900342
116,133,0.027109,0.000782,0.901124
117,124,0.027343,0.000729,0.901853
118,121,0.027577,0.000712,0.902565
119,124,0.02781,0.000729,0.903294
120,124,0.028044,0.000729,0.904023
121,103,0.028278,0.000606,0.904629
122,133,0.028511,0.000782,0.905411
123,85,0.028745,5e-04,0.905911
124,98,0.028979,0.000576,0.906487
125,103,0.029212,0.000606,0.907093
126,113,0.029446,0.000664,0.907757
127,89,0.02968,0.000523,0.90828
128,103,0.029914,0.000606,0.908886
129,96,0.030147,0.000564,0.90945
130,103,0.030381,0.000606,0.910056
131,120,0.030615,0.000706,0.910762
132,90,0.030848,0.000529,0.911291
133,101,0.031082,0.000594,0.911885
134,92,0.031316,0.000541,0.912426
135,88,0.031549,0.000517,0.912943
136,98,0.031783,0.000576,0.913519
137,89,0.032017,0.000523,0.914042
138,95,0.032251,0.000559,0.914601
139,86,0.032484,0.000506,0.915107
140,88,0.032718,0.000517,0.915624
141,91,0.032952,0.000535,0.916159
142,83,0.033185,0.000488,0.916647
143,93,0.033419,0.000547,0.917194
144,78,0.033653,0.000459,0.917653
145,72,0.033886,0.000423,0.918076
146,79,0.03412,0.000465,0.918541
147,96,0.034354,0.000564,0.919105
148,72,0.034588,0.000423,0.919528
149,91,0.034821,0.000535,0.920063
150,82,0.035055,0.000482,0.920545
151,50,0.035289,0.000294,0.920839
152,75,0.035522,0.000441,0.92128
153,68,0.035756,4e-04,0.92168
154,75,0.03599,0.000441,0.922121
155,73,0.036223,0.000429,0.92255
156,79,0.036457,0.000465,0.923015
157,61,0.036691,0.000359,0.923374
158,65,0.036925,0.000382,0.923756
159,76,0.037158,0.000447,0.924203
160,65,0.037392,0.000382,0.924585
161,73,0.037626,0.000429,0.925014
162,66,0.037859,0.000388,0.925402
163,65,0.038093,0.000382,0.925784
164,74,0.038327,0.000435,0.926219
165,67,0.03856,0.000394,0.926613
166,54,0.038794,0.000318,0.926931
167,62,0.039028,0.000365,0.927296
168,58,0.039262,0.000341,0.927637
169,58,0.039495,0.000341,0.927978
170,60,0.039729,0.000353,0.928331
171,53,0.039963,0.000312,0.928643
172,58,0.040196,0.000341,0.928984
173,61,0.04043,0.000359,0.929343
174,46,0.040664,0.00027,0.929613
175,59,0.040897,0.000347,0.92996
176,55,0.041131,0.000323,0.930283
177,59,0.041365,0.000347,0.93063
178,60,0.041599,0.000353,0.930983
179,53,0.041832,0.000312,0.931295
180,71,0.042066,0.000417,0.931712
181,53,0.0423,0.000312,0.932024
182,63,0.042533,0.00037,0.932394
183,59,0.042767,0.000347,0.932741
184,54,0.043001,0.000318,0.933059
185,50,0.043234,0.000294,0.933353
186,73,0.043468,0.000429,0.933782
187,48,0.043702,0.000282,0.934064
188,45,0.043935,0.000265,0.934329
189,55,0.044169,0.000323,0.934652
190,63,0.044403,0.00037,0.935022
191,58,0.044637,0.000341,0.935363
192,48,0.04487,0.000282,0.935645
193,30,0.045104,0.000176,0.935821
194,58,0.045338,0.000341,0.936162
195,59,0.045571,0.000347,0.936509
196,65,0.045805,0.000382,0.936891
197,65,0.046039,0.000382,0.937273
198,47,0.046272,0.000276,0.937549
199,61,0.046506,0.000359,0.937908
200,43,0.04674,0.000253,0.938161
201,45,0.046974,0.000265,0.938426
202,54,0.047207,0.000318,0.938744
203,47,0.047441,0.000276,0.93902
204,39,0.047675,0.000229,0.939249
205,38,0.047908,0.000223,0.939472
206,53,0.048142,0.000312,0.939784
207,58,0.048376,0.000341,0.940125
208,58,0.048609,0.000341,0.940466
209,35,0.048843,0.000206,0.940672
210,52,0.049077,0.000306,0.940978
211,43,0.049311,0.000253,0.941231
212,47,0.049544,0.000276,0.941507
213,41,0.049778,0.000241,0.941748
214,53,0.050012,0.000312,0.94206
215,51,0.050245,3e-04,0.94236
216,48,0.050479,0.000282,0.942642
217,43,0.050713,0.000253,0.942895
218,45,0.050946,0.000265,0.94316
219,32,0.05118,0.000188,0.943348
220,45,0.051414,0.000265,0.943613
221,47,0.051648,0.000276,0.943889
222,49,0.051881,0.000288,0.944177
223,55,0.052115,0.000323,0.9445
224,36,0.052349,0.000212,0.944712
225,45,0.052582,0.000265,0.944977
226,40,0.052816,0.000235,0.945212
227,52,0.05305,0.000306,0.945518
228,44,0.053283,0.000259,0.945777
229,50,0.053517,0.000294,0.946071
230,48,0.053751,0.000282,0.946353
231,34,0.053985,2e-04,0.946553
232,38,0.054218,0.000223,0.946776
233,44,0.054452,0.000259,0.947035
234,42,0.054686,0.000247,0.947282
235,28,0.054919,0.000165,0.947447
236,40,0.055153,0.000235,0.947682
237,46,0.055387,0.00027,0.947952
238,45,0.05562,0.000265,0.948217
239,31,0.055854,0.000182,0.948399
240,48,0.056088,0.000282,0.948681
241,32,0.056322,0.000188,0.948869
242,37,0.056555,0.000218,0.949087
243,48,0.056789,0.000282,0.949369
244,45,0.057023,0.000265,0.949634
245,27,0.057256,0.000159,0.949793
246,36,0.05749,0.000212,0.950005
247,40,0.057724,0.000235,0.95024
248,38,0.057957,0.000223,0.950463
249,39,0.058191,0.000229,0.950692
250,30,0.058425,0.000176,0.950868
251,38,0.058659,0.000223,0.951091
252,44,0.058892,0.000259,0.95135
253,41,0.059126,0.000241,0.951591
254,34,0.05936,2e-04,0.951791
255,39,0.059593,0.000229,0.95202
256,33,0.059827,0.000194,0.952214
257,26,0.060061,0.000153,0.952367
258,35,0.060294,0.000206,0.952573
259,45,0.060528,0.000265,0.952838
260,38,0.060762,0.000223,0.953061
261,40,0.060996,0.000235,0.953296
262,29,0.061229,0.000171,0.953467
263,25,0.061463,0.000147,0.953614
264,20,0.061697,0.000118,0.953732
265,33,0.06193,0.000194,0.953926
266,33,0.062164,0.000194,0.95412
267,32,0.062398,0.000188,0.954308
268,23,0.062631,0.000135,0.954443
269,32,0.062865,0.000188,0.954631
270,27,0.063099,0.000159,0.95479
271,43,0.063333,0.000253,0.955043
272,37,0.063566,0.000218,0.955261
273,39,0.0638,0.000229,0.95549
274,27,0.064034,0.000159,0.955649
275,45,0.064267,0.000265,0.955914
276,33,0.064501,0.000194,0.956108
277,31,0.064735,0.000182,0.95629
278,27,0.064968,0.000159,0.956449
279,38,0.065202,0.000223,0.956672
280,37,0.065436,0.000218,0.95689
281,39,0.06567,0.000229,0.957119
282,35,0.065903,0.000206,0.957325
283,25,0.066137,0.000147,0.957472
284,37,0.066371,0.000218,0.95769
285,34,0.066604,2e-04,0.95789
286,38,0.066838,0.000223,0.958113
287,25,0.067072,0.000147,0.95826
288,38,0.067305,0.000223,0.958483
289,26,0.067539,0.000153,0.958636
290,25,0.067773,0.000147,0.958783
291,31,0.068007,0.000182,0.958965
292,30,0.06824,0.000176,0.959141
293,30,0.068474,0.000176,0.959317
294,30,0.068708,0.000176,0.959493
295,37,0.068941,0.000218,0.959711
296,26,0.069175,0.000153,0.959864
297,25,0.069409,0.000147,0.960011
298,41,0.069642,0.000241,0.960252
299,30,0.069876,0.000176,0.960428
300,34,0.07011,2e-04,0.960628
301,35,0.070344,0.000206,0.960834
302,21,0.070577,0.000123,0.960957
303,36,0.070811,0.000212,0.961169
304,48,0.071045,0.000282,0.961451
305,48,0.071278,0.000282,0.961733
306,30,0.071512,0.000176,0.961909
307,46,0.071746,0.00027,0.962179
308,50,0.071979,0.000294,0.962473
309,59,0.072213,0.000347,0.96282
310,45,0.072447,0.000265,0.963085
311,50,0.072681,0.000294,0.963379
312,36,0.072914,0.000212,0.963591
313,29,0.073148,0.000171,0.963762
314,36,0.073382,0.000212,0.963974
315,23,0.073615,0.000135,0.964109
316,25,0.073849,0.000147,0.964256
317,21,0.074083,0.000123,0.964379
318,26,0.074316,0.000153,0.964532
319,26,0.07455,0.000153,0.964685
320,19,0.074784,0.000112,0.964797
321,14,0.075018,8.2e-05,0.964879
322,25,0.075251,0.000147,0.965026
323,17,0.075485,1e-04,0.965126
324,18,0.075719,0.000106,0.965232
325,23,0.075952,0.000135,0.965367
326,27,0.076186,0.000159,0.965526
327,18,0.07642,0.000106,0.965632
328,17,0.076653,1e-04,0.965732
329,23,0.076887,0.000135,0.965867
330,18,0.077121,0.000106,0.965973
331,24,0.077355,0.000141,0.966114
332,21,0.077588,0.000123,0.966237
333,26,0.077822,0.000153,0.96639
334,20,0.078056,0.000118,0.966508
335,21,0.078289,0.000123,0.966631
336,19,0.078523,0.000112,0.966743
337,13,0.078757,7.6e-05,0.966819
338,18,0.07899,0.000106,0.966925
339,19,0.079224,0.000112,0.967037
340,17,0.079458,1e-04,0.967137
341,27,0.079692,0.000159,0.967296
342,16,0.079925,9.4e-05,0.96739
343,23,0.080159,0.000135,0.967525
344,17,0.080393,1e-04,0.967625
345,15,0.080626,8.8e-05,0.967713
346,9,0.08086,5.3e-05,0.967766
347,14,0.081094,8.2e-05,0.967848
348,17,0.081327,1e-04,0.967948
349,15,0.081561,8.8e-05,0.968036
350,21,0.081795,0.000123,0.968159
351,14,0.082029,8.2e-05,0.968241
352,13,0.082262,7.6e-05,0.968317
353,19,0.082496,0.000112,0.968429
354,14,0.08273,8.2e-05,0.968511
355,22,0.082963,0.000129,0.96864
356,18,0.083197,0.000106,0.968746
357,17,0.083431,1e-04,0.968846
358,17,0.083664,1e-04,0.968946
359,23,0.083898,0.000135,0.969081
360,20,0.084132,0.000118,0.969199
361,12,0.084366,7.1e-05,0.96927
362,17,0.084599,1e-04,0.96937
363,16,0.084833,9.4e-05,0.969464
364,10,0.085067,5.9e-05,0.969523
365,21,0.0853,0.000123,0.969646
366,21,0.085534,0.000123,0.969769
367,11,0.085768,6.5e-05,0.969834
368,22,0.086001,0.000129,0.969963
369,18,0.086235,0.000106,0.970069
370,20,0.086469,0.000118,0.970187
371,12,0.086703,7.1e-05,0.970258
372,20,0.086936,0.000118,0.970376
373,24,0.08717,0.000141,0.970517
374,21,0.087404,0.000123,0.97064
375,17,0.087637,1e-04,0.97074
376,22,0.087871,0.000129,0.970869
377,7,0.088105,4.1e-05,0.97091
378,17,0.088338,1e-04,0.97101
379,21,0.088572,0.000123,0.971133
380,9,0.088806,5.3e-05,0.971186
381,22,0.089039,0.000129,0.971315
382,18,0.089273,0.000106,0.971421
383,14,0.089507,8.2e-05,0.971503
384,12,0.089741,7.1e-05,0.971574
385,16,0.089974,9.4e-05,0.971668
386,13,0.090208,7.6e-05,0.971744
387,18,0.090442,0.000106,0.97185
388,14,0.090675,8.2e-05,0.971932
389,14,0.090909,8.2e-05,0.972014
390,17,0.091143,1e-04,0.972114
391,18,0.091376,0.000106,0.97222
392,11,0.09161,6.5e-05,0.972285
393,7,0.091844,4.1e-05,0.972326
394,11,0.092078,6.5e-05,0.972391
395,16,0.092311,9.4e-05,0.972485
396,7,0.092545,4.1e-05,0.972526
397,15,0.092779,8.8e-05,0.972614
398,15,0.093012,8.8e-05,0.972702
399,11,0.093246,6.5e-05,0.972767
400,14,0.09348,8.2e-05,0.972849
401,15,0.093713,8.8e-05,0.972937
402,21,0.093947,0.000123,0.97306
403,12,0.094181,7.1e-05,0.973131
404,12,0.094415,7.1e-05,0.973202
405,22,0.094648,0.000129,0.973331
406,18,0.094882,0.000106,0.973437
407,11,0.095116,6.5e-05,0.973502
408,16,0.095349,9.4e-05,0.973596
409,8,0.095583,4.7e-05,0.973643
410,12,0.095817,7.1e-05,0.973714
411,14,0.09605,8.2e-05,0.973796
412,12,0.096284,7.1e-05,0.973867
413,16,0.096518,9.4e-05,0.973961
414,10,0.096752,5.9e-05,0.97402
415,6,0.096985,3.5e-05,0.974055
416,13,0.097219,7.6e-05,0.974131
417,20,0.097453,0.000118,0.974249
418,13,0.097686,7.6e-05,0.974325
419,13,0.09792,7.6e-05,0.974401
420,14,0.098154,8.2e-05,0.974483
421,12,0.098387,7.1e-05,0.974554
422,12,0.098621,7.1e-05,0.974625
423,8,0.098855,4.7e-05,0.974672
424,10,0.099089,5.9e-05,0.974731
425,11,0.099322,6.5e-05,0.974796
426,13,0.099556,7.6e-05,0.974872
427,12,0.09979,7.1e-05,0.974943
428,16,0.100023,9.4e-05,0.975037
429,7,0.100257,4.1e-05,0.975078
430,7,0.100491,4.1e-05,0.975119
431,8,0.100724,4.7e-05,0.975166
432,15,0.100958,8.8e-05,0.975254
433,9,0.101192,5.3e-05,0.975307
434,11,0.101426,6.5e-05,0.975372
435,13,0.101659,7.6e-05,0.975448
436,10,0.101893,5.9e-05,0.975507
437,11,0.102127,6.5e-05,0.975572
438,11,0.10236,6.5e-05,0.975637
439,9,0.102594,5.3e-05,0.97569
440,9,0.102828,5.3e-05,0.975743
441,14,0.103061,8.2e-05,0.975825
442,13,0.103295,7.6e-05,0.975901
443,18,0.103529,0.000106,0.976007
444,14,0.103763,8.2e-05,0.976089
445,10,0.103996,5.9e-05,0.976148
446,10,0.10423,5.9e-05,0.976207
447,10,0.104464,5.9e-05,0.976266
448,14,0.104697,8.2e-05,0.976348
449,14,0.104931,8.2e-05,0.97643
450,11,0.105165,6.5e-05,0.976495
451,7,0.105398,4.1e-05,0.976536
452,17,0.105632,1e-04,0.976636
453,18,0.105866,0.000106,0.976742
454,12,0.1061,7.1e-05,0.976813
455,8,0.106333,4.7e-05,0.97686
456,11,0.106567,6.5e-05,0.976925
457,12,0.106801,7.1e-05,0.976996
458,14,0.107034,8.2e-05,0.977078
459,9,0.107268,5.3e-05,0.977131
460,12,0.107502,7.1e-05,0.977202
461,12,0.107735,7.1e-05,0.977273
462,8,0.107969,4.7e-05,0.97732
463,9,0.108203,5.3e-05,0.977373
464,9,0.108437,5.3e-05,0.977426
465,9,0.10867,5.3e-05,0.977479
466,10,0.108904,5.9e-05,0.977538
467,6,0.109138,3.5e-05,0.977573
468,13,0.109371,7.6e-05,0.977649
469,6,0.109605,3.5e-05,0.977684
470,12,0.109839,7.1e-05,0.977755
471,16,0.110072,9.4e-05,0.977849
472,7,0.110306,4.1e-05,0.97789
473,15,0.11054,8.8e-05,0.977978
474,11,0.110774,6.5e-05,0.978043
475,12,0.111007,7.1e-05,0.978114
476,7,0.111241,4.1e-05,0.978155
477,10,0.111475,5.9e-05,0.978214
478,13,0.111708,7.6e-05,0.97829
479,10,0.111942,5.9e-05,0.978349
480,11,0.112176,6.5e-05,0.978414
481,11,0.112409,6.5e-05,0.978479
482,12,0.112643,7.1e-05,0.97855
483,11,0.112877,6.5e-05,0.978615
484,16,0.113111,9.4e-05,0.978709
485,11,0.113344,6.5e-05,0.978774
486,12,0.113578,7.1e-05,0.978845
487,5,0.113812,2.9e-05,0.978874
488,15,0.114045,8.8e-05,0.978962
489,7,0.114279,4.1e-05,0.979003
490,8,0.114513,4.7e-05,0.97905
491,9,0.114746,5.3e-05,0.979103
492,8,0.11498,4.7e-05,0.97915
493,8,0.115214,4.7e-05,0.979197
494,11,0.115448,6.5e-05,0.979262
495,8,0.115681,4.7e-05,0.979309
496,10,0.115915,5.9e-05,0.979368
497,8,0.116149,4.7e-05,0.979415
498,5,0.116382,2.9e-05,0.979444
499,9,0.116616,5.3e-05,0.979497
500,6,0.11685,3.5e-05,0.979532
501,5,0.117083,2.9e-05,0.979561
502,11,0.117317,6.5e-05,0.979626
503,14,0.117551,8.2e-05,0.979708
504,14,0.117785,8.2e-05,0.97979
505,6,0.118018,3.5e-05,0.979825
506,11,0.118252,6.5e-05,0.97989
507,13,0.118486,7.6e-05,0.979966
508,6,0.118719,3.5e-05,0.980001
509,10,0.118953,5.9e-05,0.98006
510,11,0.119187,6.5e-05,0.980125
511,7,0.11942,4.1e-05,0.980166
512,12,0.119654,7.1e-05,0.980237
513,8,0.119888,4.7e-05,0.980284
514,11,0.120122,6.5e-05,0.980349
515,6,0.120355,3.5e-05,0.980384
516,9,0.120589,5.3e-05,0.980437
517,6,0.120823,3.5e-05,0.980472
518,8,0.121056,4.7e-05,0.980519
519,5,0.12129,2.9e-05,0.980548
520,12,0.121524,7.1e-05,0.980619
521,15,0.121757,8.8e-05,0.980707
522,12,0.121991,7.1e-05,0.980778
523,9,0.122225,5.3e-05,0.980831
524,12,0.122459,7.1e-05,0.980902
525,13,0.122692,7.6e-05,0.980978
526,7,0.122926,4.1e-05,0.981019
527,16,0.12316,9.4e-05,0.981113
528,12,0.123393,7.1e-05,0.981184
529,8,0.123627,4.7e-05,0.981231
530,8,0.123861,4.7e-05,0.981278
531,10,0.124094,5.9e-05,0.981337
532,17,0.124328,1e-04,0.981437
533,10,0.124562,5.9e-05,0.981496
534,6,0.124796,3.5e-05,0.981531
535,2,0.125029,1.2e-05,0.981543
536,10,0.125263,5.9e-05,0.981602
537,8,0.125497,4.7e-05,0.981649
538,9,0.12573,5.3e-05,0.981702
539,9,0.125964,5.3e-05,0.981755
540,7,0.126198,4.1e-05,0.981796
541,7,0.126431,4.1e-05,0.981837
542,3,0.126665,1.8e-05,0.981855
543,9,0.126899,5.3e-05,0.981908
544,6,0.127133,3.5e-05,0.981943
545,8,0.127366,4.7e-05,0.98199
546,5,0.1276,2.9e-05,0.982019
547,9,0.127834,5.3e-05,0.982072
548,10,0.128067,5.9e-05,0.982131
549,12,0.128301,7.1e-05,0.982202
550,7,0.128535,4.1e-05,0.982243
551,10,0.128768,5.9e-05,0.982302
552,12,0.129002,7.1e-05,0.982373
553,13,0.129236,7.6e-05,0.982449
554,8,0.12947,4.7e-05,0.982496
555,2,0.129703,1.2e-05,0.982508
556,11,0.129937,6.5e-05,0.982573
557,11,0.130171,6.5e-05,0.982638
558,12,0.130404,7.1e-05,0.982709
559,11,0.130638,6.5e-05,0.982774
560,3,0.130872,1.8e-05,0.982792
561,6,0.131105,3.5e-05,0.982827
562,7,0.131339,4.1e-05,0.982868
563,9,0.131573,5.3e-05,0.982921
564,11,0.131806,6.5e-05,0.982986
565,5,0.13204,2.9e-05,0.983015
566,8,0.132274,4.7e-05,0.983062
567,10,0.132508,5.9e-05,0.983121
568,3,0.132741,1.8e-05,0.983139
569,12,0.132975,7.1e-05,0.98321
570,9,0.133209,5.3e-05,0.983263
571,4,0.133442,2.4e-05,0.983287
572,7,0.133676,4.1e-05,0.983328
573,9,0.13391,5.3e-05,0.983381
574,11,0.134143,6.5e-05,0.983446
575,10,0.134377,5.9e-05,0.983505
576,8,0.134611,4.7e-05,0.983552
577,10,0.134845,5.9e-05,0.983611
578,4,0.135078,2.4e-05,0.983635
579,10,0.135312,5.9e-05,0.983694
580,8,0.135546,4.7e-05,0.983741
581,3,0.135779,1.8e-05,0.983759
582,3,0.136013,1.8e-05,0.983777
583,10,0.136247,5.9e-05,0.983836
584,6,0.13648,3.5e-05,0.983871
585,10,0.136714,5.9e-05,0.98393
586,5,0.136948,2.9e-05,0.983959
587,5,0.137182,2.9e-05,0.983988
588,10,0.137415,5.9e-05,0.984047
589,6,0.137649,3.5e-05,0.984082
590,3,0.137883,1.8e-05,0.9841
591,7,0.138116,4.1e-05,0.984141
592,8,0.13835,4.7e-05,0.984188
593,6,0.138584,3.5e-05,0.984223
594,6,0.138817,3.5e-05,0.984258
595,4,0.139051,2.4e-05,0.984282
596,7,0.139285,4.1e-05,0.984323
597,9,0.139519,5.3e-05,0.984376
598,7,0.139752,4.1e-05,0.984417
599,5,0.139986,2.9e-05,0.984446
600,6,0.14022,3.5e-05,0.984481
601,11,0.140453,6.5e-05,0.984546
602,9,0.140687,5.3e-05,0.984599
603,9,0.140921,5.3e-05,0.984652
604,7,0.141154,4.1e-05,0.984693
605,8,0.141388,4.7e-05,0.98474
606,1,0.141622,6e-06,0.984746
607,5,0.141856,2.9e-05,0.984775
608,10,0.142089,5.9e-05,0.984834
609,8,0.142323,4.7e-05,0.984881
610,4,0.142557,2.4e-05,0.984905
611,6,0.14279,3.5e-05,0.98494
612,4,0.143024,2.4e-05,0.984964
613,6,0.143258,3.5e-05,0.984999
614,7,0.143491,4.1e-05,0.98504
615,4,0.143725,2.4e-05,0.985064
616,7,0.143959,4.1e-05,0.985105
617,10,0.144193,5.9e-05,0.985164
618,4,0.144426,2.4e-05,0.985188
619,1,0.14466,6e-06,0.985194
620,10,0.144894,5.9e-05,0.985253
621,8,0.145127,4.7e-05,0.9853
622,9,0.145361,5.3e-05,0.985353
623,5,0.145595,2.9e-05,0.985382
624,7,0.145828,4.1e-05,0.985423
625,7,0.146062,4.1e-05,0.985464
626,6,0.146296,3.5e-05,0.985499
627,8,0.14653,4.7e-05,0.985546
628,4,0.146763,2.4e-05,0.98557
629,5,0.146997,2.9e-05,0.985599
630,4,0.147231,2.4e-05,0.985623
631,6,0.147464,3.5e-05,0.985658
632,6,0.147698,3.5e-05,0.985693
633,8,0.147932,4.7e-05,0.98574
634,4,0.148165,2.4e-05,0.985764
635,5,0.148399,2.9e-05,0.985793
636,5,0.148633,2.9e-05,0.985822
638,7,0.1491,4.1e-05,0.985863
639,5,0.149334,2.9e-05,0.985892
640,9,0.149568,5.3e-05,0.985945
641,6,0.149801,3.5e-05,0.98598
642,6,0.150035,3.5e-05,0.986015
643,5,0.150269,2.9e-05,0.986044
644,8,0.150502,4.7e-05,0.986091
645,4,0.150736,2.4e-05,0.986115
646,6,0.15097,3.5e-05,0.98615
647,7,0.151204,4.1e-05,0.986191
648,7,0.151437,4.1e-05,0.986232
649,7,0.151671,4.1e-05,0.986273
650,5,0.151905,2.9e-05,0.986302
651,7,0.152138,4.1e-05,0.986343
652,5,0.152372,2.9e-05,0.986372
653,3,0.152606,1.8e-05,0.98639
654,3,0.152839,1.8e-05,0.986408
655,7,0.153073,4.1e-05,0.986449
656,9,0.153307,5.3e-05,0.986502
657,7,0.153541,4.1e-05,0.986543
658,4,0.153774,2.4e-05,0.986567
659,7,0.154008,4.1e-05,0.986608
660,5,0.154242,2.9e-05,0.986637
661,3,0.154475,1.8e-05,0.986655
662,3,0.154709,1.8e-05,0.986673
663,3,0.154943,1.8e-05,0.986691
664,7,0.155176,4.1e-05,0.986732
665,8,0.15541,4.7e-05,0.986779
666,7,0.155644,4.1e-05,0.98682
667,6,0.155878,3.5e-05,0.986855
668,7,0.156111,4.1e-05,0.986896
669,4,0.156345,2.4e-05,0.98692
670,6,0.156579,3.5e-05,0.986955
671,7,0.156812,4.1e-05,0.986996
672,3,0.157046,1.8e-05,0.987014
673,2,0.15728,1.2e-05,0.987026
674,3,0.157513,1.8e-05,0.987044
675,4,0.157747,2.4e-05,0.987068
676,3,0.157981,1.8e-05,0.987086
677,6,0.158215,3.5e-05,0.987121
678,4,0.158448,2.4e-05,0.987145
679,9,0.158682,5.3e-05,0.987198
680,7,0.158916,4.1e-05,0.987239
681,5,0.159149,2.9e-05,0.987268
682,6,0.159383,3.5e-05,0.987303
683,4,0.159617,2.4e-05,0.987327
684,5,0.15985,2.9e-05,0.987356
685,3,0.160084,1.8e-05,0.987374
686,5,0.160318,2.9e-05,0.987403
687,5,0.160552,2.9e-05,0.987432
688,6,0.160785,3.5e-05,0.987467
689,2,0.161019,1.2e-05,0.987479
690,2,0.161253,1.2e-05,0.987491
691,2,0.161486,1.2e-05,0.987503
692,3,0.16172,1.8e-05,0.987521
693,13,0.161954,7.6e-05,0.987597
694,4,0.162187,2.4e-05,0.987621
695,4,0.162421,2.4e-05,0.987645
696,6,0.162655,3.5e-05,0.98768
697,4,0.162889,2.4e-05,0.987704
698,5,0.163122,2.9e-05,0.987733
699,7,0.163356,4.1e-05,0.987774
700,7,0.16359,4.1e-05,0.987815
