"level","from","to","No of ClimateZones","ClimateZones"
"Phylum","gemmatimonadetes","verrucomicrobia",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","gemmatimonadetes",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","gemmatimonadetes",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","chloroflexi",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chlorobi","proteobacteria",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","firmicutes",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","firmicutes","verrucomicrobia",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","firmicutes","planctomycetes",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","cyanobacteria",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","firmicutes","firmicutes",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","unassigned",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","acidobacteria","chlorobi",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","chlorobi",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","chlorobi",15,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","elusimicrobia","proteobacteria",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","acidobacteria","elusimicrobia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","nitrospirae","planctomycetes",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","elusimicrobia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","actinobacteria","nitrospirae",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","elusimicrobia","verrucomicrobia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","cyanobacteria","proteobacteria",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","bacteroidetes","elusimicrobia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","elusimicrobia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","cyanobacteria","verrucomicrobia",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","gemmatimonadetes","nitrospirae",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","acidobacteria","cyanobacteria",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","actinobacteria","cyanobacteria",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwc, EF, ET"
"Phylum","gemmatimonadetes","gemmatimonadetes",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","cyanobacteria","planctomycetes",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","elusimicrobia","gemmatimonadetes",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","nitrospirae","nitrospirae",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","firmicutes","gemmatimonadetes",14,"Af, Am, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chloroflexi","firmicutes",14,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","acidobacteria","unassigned",13,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","unassigned","verrucomicrobia",13,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","nitrospirae",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwc, EF"
"Phylum","nitrospirae","verrucomicrobia",13,"Af, Am, Aw, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","elusimicrobia","elusimicrobia",13,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","bacteroidetes","unassigned",13,"Af, Am, Aw, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","chloroflexi","nitrospirae",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","chlorobi","verrucomicrobia",13,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","planctomycetes","unassigned",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","gemmatimonadetes","unassigned",13,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF, ET"
"Phylum","chlorobi","gemmatimonadetes",13,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","armatimonadetes","proteobacteria",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","acidobacteria","armatimonadetes",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","armatimonadetes","planctomycetes",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","armatimonadetes","verrucomicrobia",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","elusimicrobia","planctomycetes",12,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","chloroflexi","unassigned",12,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","nitrospirae","unassigned",12,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Phylum","chlorobi","planctomycetes",12,"Af, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, EF"
"Phylum","chlorobi","chloroflexi",12,"Af, Am, BSk, Cfa, Cfb, Csa, Csb, Dfa, Dfb, Dfc, Dwb, EF"
"Phylum","proteobacteria","ws3",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF"
"Phylum","acidobacteria","ws3",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF"
"Phylum","actinobacteria","ws3",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF"
"Phylum","armatimonadetes","bacteroidetes",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","actinobacteria","armatimonadetes",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","elusimicrobia","firmicutes",11,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Phylum","firmicutes","nitrospirae",11,"Af, Am, Aw, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc"
"Phylum","cyanobacteria","firmicutes",11,"Af, Am, BSk, Cfa, Cfb, Csa, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","elusimicrobia","nitrospirae",11,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF"
"Phylum","chloroflexi","cyanobacteria",11,"Af, Am, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","chlorobi","elusimicrobia",11,"Af, BSk, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Phylum","ad3","proteobacteria",10,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","acidobacteria","ad3",10,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","proteobacteria","spirochaetes",10,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","verrucomicrobia","ws3",10,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","ad3","planctomycetes",10,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","actinobacteria","ad3",10,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","chloroflexi","ws3",10,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","acidobacteria","spirochaetes",10,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","ad3","verrucomicrobia",10,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","bacteroidetes","ws3",10,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","ad3","bacteroidetes",10,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","nitrospirae","ws3",10,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","actinobacteria","spirochaetes",10,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","armatimonadetes","gemmatimonadetes",10,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","chlorobi","nitrospirae",10,"Af, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF"
"Phylum","armatimonadetes","armatimonadetes",10,"Af, Am, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb, Dwc, ET"
"Phylum","firmicutes","unassigned",10,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Phylum","elusimicrobia","unassigned",10,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, EF, ET"
"Phylum","proteobacteria","tm6",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","acidobacteria","fcpu426",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","fibrobacteres","proteobacteria",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","acidobacteria","tm6",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","planctomycetes","ws3",9,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
"Phylum","acidobacteria","fibrobacteres",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","fcpu426","verrucomicrobia",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","fibrobacteres","verrucomicrobia",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","ad3","chloroflexi",9,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Phylum","spirochaetes","verrucomicrobia",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","actinobacteria","tm6",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","fcpu426","proteobacteria",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","bacteroidetes","tm6",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","proteobacteria","tm7",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","actinobacteria","tm7",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","bacteroidetes","fcpu426",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","bacteroidetes","spirochaetes",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","elusimicrobia","fcpu426",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","acidobacteria","od1",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","acidobacteria","tm7",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","planctomycetes","tm6",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","gemmatimonadetes","ws3",9,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
"Phylum","actinobacteria","od1",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","ad3","gemmatimonadetes",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","bacteroidetes","fibrobacteres",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc, ET"
"Phylum","od1","planctomycetes",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","bacteroidetes","tm7",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","armatimonadetes","elusimicrobia",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Phylum","bacteroidetes","od1",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","tm7","verrucomicrobia",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","armatimonadetes","firmicutes",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, Dwc"
"Phylum","elusimicrobia","od1",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","chlorobi","fcpu426",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","fcpu426","unassigned",9,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","planctomycetes","tm7",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","od1","proteobacteria",9,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","planctomycetes","spirochaetes",8,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
"Phylum","actinobacteria","fibrobacteres",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc"
"Phylum","fbp","proteobacteria",8,"Af, BSk, Cfa, Csb, Dfa, Dfb, Dwc, EF"
"Phylum","tm6","verrucomicrobia",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","fibrobacteres","planctomycetes",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwc"
"Phylum","elusimicrobia","fibrobacteres",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, ET"
"Phylum","gemmatimonadetes","spirochaetes",8,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, EF"
"Phylum","fbp","planctomycetes",8,"Af, BSk, Cfa, Csb, Dfa, Dfb, Dwc, EF"
"Phylum","bacteroidetes","fbp",8,"Af, BSk, Cfa, Csb, Dfa, Dfb, Dwc, EF"
"Phylum","cyanobacteria","gemmatimonadetes",8,"Af, Am, Aw, Cfa, Cfb, Dfa, Dfb, Dwc"
"Phylum","od1","verrucomicrobia",8,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Phylum","chloroflexi","spirochaetes",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, EF"
"Phylum","elusimicrobia","tm6",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","ad3","elusimicrobia",8,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb"
"Phylum","armatimonadetes","cyanobacteria",8,"Af, Am, Cfa, Cfb, Dfa, Dfb, Dfc, Dwc"
"Phylum","actinobacteria","fbp",8,"Af, BSk, Cfa, Csb, Dfa, Dfb, Dwc, EF"
"Phylum","acidobacteria","fbp",8,"Af, BSk, Cfa, Csb, Dfa, Dfb, Dwc, EF"
"Phylum","fibrobacteres","gemmatimonadetes",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, ET"
"Phylum","chloroflexi","tm6",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","actinobacteria","fcpu426",8,"Af, Am, Cfa, Cfb, Csb, Dfb, Dfc, Dwb"
"Phylum","fcpu426","od1",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","firmicutes","od1",8,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb"
"Phylum","armatimonadetes","od1",8,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Phylum","ad3","ad3",8,"Af, Cfa, Cfb, Csb, Dfb, Dfc, Dwb, ET"
"Phylum","unassigned","unassigned",8,"Af, Am, Cfa, Cfb, Csb, Dfa, Dfb, Dwb"
"Phylum","ws3","ws3",8,"Af, Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb"
"Phylum","chlorobi","ws3",8,"Am, Aw, Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
"Phylum","cyanobacteria","elusimicrobia",8,"Cfa, Cfb, Csb, Dfa, Dfb, Dfc, Dwb, ET"
"Phylum","2","planctomycetes",7,"Af, Cfa, Cfb, Dfc, Dwb, Dwc, ET"
"Phylum","2","proteobacteria",7,"Af, Cfa, Cfb, Dfc, Dwb, Dwc, ET"
"Phylum","armatimonadetes","chloroflexi",7,"Af, Cfa, Cfb, Dfa, Dfb, Dfc, Dwc"
"Phylum","2","acidobacteria",7,"Af, Cfa, Cfb, Dfc, Dwb, Dwc, ET"
"Phylum","firmicutes","spirochaetes",7,"Af, Cfa, Cfb, Csb, Dfa, Dfb, EF"
"Phylum","nitrospirae","tm6",7,"Af, Cfa, Cfb, Dfa, Dfb, Dfc, Dwb"
"Phylum","fibrobacteres","spirochaetes",7,"Af, Cfa, Cfb, Csb, Dfa, Dfb, Dfc"
