"variable",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"Transitivity","value","Aw","Dfc",100,100,5701,0.087,0.114,"ns"
"Transitivity","value","Aw","Dwb",100,100,5165,0.688,0.737,"ns"
"Transitivity","value","Aw","Dwc",100,100,5354,0.388,0.447,"ns"
"Transitivity","value","Aw","EF",100,100,339,4.83e-30,1.54e-29,"****"
"Transitivity","value","Aw","ET",100,100,2484,7.93e-10,1.7e-09,"****"
"Transitivity","value","BSk","Cfa",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","BSk","Cfb",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","BSk","Csa",100,100,9982,4.4e-34,3.55e-33,"****"
"Transitivity","value","BSk","Csb",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","BSk","Dfa",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","BSk","Dfb",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","BSk","Dfc",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","BSk","Dwb",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","BSk","Dwc",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","BSk","EF",100,100,9675,3.26e-30,1.14e-29,"****"
"Transitivity","value","BSk","ET",100,100,10000,2.56e-34,2.44e-33,"****"
"Transitivity","value","Cfa","Cfb",100,100,4582,0.308,0.368,"ns"
"Transitivity","value","Cfa","Csa",100,100,181,5.35e-32,2.34e-31,"****"
"Transitivity","value","Cfa","Csb",100,100,3985,0.013,0.021,"*"
"Transitivity","value","Cfa","Dfa",100,100,5552,0.178,0.22,"ns"
"Transitivity","value","Cfa","Dfb",100,100,4665,0.414,0.467,"ns"
"Transitivity","value","Cfa","Dfc",100,100,4621,0.355,0.419,"ns"
"Transitivity","value","Cfa","Dwb",100,100,4027,0.018,0.027,"*"
"Transitivity","value","Cfa","Dwc",100,100,4249,0.067,0.093,"ns"
"Transitivity","value","Cfa","EF",100,100,339,4.83e-30,1.54e-29,"****"
"Transitivity","value","Cfa","ET",100,100,1852,1.46e-14,3.83e-14,"****"
"Transitivity","value","Cfb","Csa",100,100,140,1.62e-32,8.1e-32,"****"
"Transitivity","value","Cfb","Csb",100,100,4410.5,0.15,0.188,"ns"
"Transitivity","value","Cfb","Dfa",100,100,6013,0.013,0.021,"*"
"Transitivity","value","Cfb","Dfb",100,100,5085,0.836,0.869,"ns"
"Transitivity","value","Cfb","Dfc",100,100,5026,0.95,0.959,"ns"
"Transitivity","value","Cfb","Dwb",100,100,4396,0.14,0.177,"ns"
"Transitivity","value","Cfb","Dwc",100,100,4649,0.392,0.447,"ns"
"Transitivity","value","Cfb","EF",100,100,338,4.7e-30,1.54e-29,"****"
"Transitivity","value","Cfb","ET",100,100,2056,6.38e-13,1.56e-12,"****"
"Transitivity","value","Csa","Csb",100,100,9919,2.86e-33,1.77e-32,"****"
"Transitivity","value","Csa","Dfa",100,100,9957,9.27e-34,6.08e-33,"****"
"Transitivity","value","Csa","Dfb",100,100,9892,6.35e-33,3.33e-32,"****"
"Transitivity","value","Csa","Dfc",100,100,9917,3.04e-33,1.77e-32,"****"
"Transitivity","value","Csa","Dwb",100,100,9976,5.26e-34,3.94e-33,"****"
"Transitivity","value","Csa","Dwc",100,100,9843,2.66e-32,1.21e-31,"****"
"Transitivity","value","Csa","EF",100,100,5471,0.25,0.305,"ns"
"Transitivity","value","Csa","ET",100,100,9447,1.7e-27,4.96e-27,"****"
"Transitivity","value","Csb","Dfa",100,100,6628,6.99e-05,0.000133,"***"
"Transitivity","value","Csb","Dfb",100,100,5728,0.076,0.103,"ns"
"Transitivity","value","Csb","Dfc",100,100,5623,0.128,0.166,"ns"
"Transitivity","value","Csb","Dwb",100,100,5065,0.875,0.892,"ns"
"Transitivity","value","Csb","Dwc",100,100,5232,0.572,0.632,"ns"
"Transitivity","value","Csb","EF",100,100,319,2.75e-30,9.96e-30,"****"
"Transitivity","value","Csb","ET",100,100,2368,1.28e-10,2.92e-10,"****"
"Transitivity","value","Dfa","Dfb",100,100,4074,0.024,0.035,"*"
"Transitivity","value","Dfa","Dfc",100,100,4032,0.018,0.028,"*"
"Transitivity","value","Dfa","Dwb",100,100,3368.5,6.74e-05,0.000131,"***"
"Transitivity","value","Dfa","Dwc",100,100,3656.5,0.001,0.002,"**"
"Transitivity","value","Dfa","EF",100,100,142,1.72e-32,8.21e-32,"****"
"Transitivity","value","Dfa","ET",100,100,1330,3.07e-19,8.27e-19,"****"
"Transitivity","value","Dfb","Dfc",100,100,4911,0.829,0.869,"ns"
"Transitivity","value","Dfb","Dwb",100,100,4265,0.073,0.1,"ns"
"Transitivity","value","Dfb","Dwc",100,100,4565,0.288,0.348,"ns"
"Transitivity","value","Dfb","EF",100,100,291,1.25e-30,4.69e-30,"****"
"Transitivity","value","Dfb","ET",100,100,1970,1.34e-13,3.43e-13,"****"
"Transitivity","value","Dfc","Dwb",100,100,4390,0.136,0.174,"ns"
"Transitivity","value","Dfc","Dwc",100,100,4644,0.385,0.447,"ns"
"Transitivity","value","Dfc","EF",100,100,271,7.08e-31,2.75e-30,"****"
"Transitivity","value","Dfc","ET",100,100,2013,2.94e-13,7.35e-13,"****"
"Transitivity","value","Dwb","Dwc",100,100,5202,0.622,0.68,"ns"
"Transitivity","value","Dwb","EF",100,100,222,1.75e-31,7.35e-31,"****"
"Transitivity","value","Dwb","ET",100,100,2211,9.53e-12,2.27e-11,"****"
"Transitivity","value","Dwc","EF",100,100,371,1.18e-29,3.64e-29,"****"
"Transitivity","value","Dwc","ET",100,100,2299,4.16e-11,9.71e-11,"****"
"Transitivity","value","EF","ET",100,100,8883,2.39e-21,6.6e-21,"****"
